j g(j) i g(i) wl A A+A^a A/(A+A^a) f
58 4.000 1 4.000 12.8460 1.912E+13 1.997E+13 9.574E-01 4.720E-01
56 6.000 1 4.000 12.8640 1.201E+13 1.417E+13 8.472E-01 4.463E-01
60 2.000 1 4.000 12.8240 1.721E+13 1.938E+13 8.880E-01 2.120E-01
51 6.000 1 4.000 12.9150 4.885E+12 8.299E+12 5.886E-01 1.832E-01
73 6.000 1 4.000 12.6041 4.423E+12 5.191E+12 8.521E-01 1.581E-01
48 6.000 1 4.000 12.9603 3.467E+12 3.690E+12 9.394E-01 1.310E-01
72 4.000 1 4.000 12.6049 4.360E+12 4.433E+12 9.836E-01 1.039E-01
42 6.000 1 4.000 13.0621 2.627E+12 3.316E+12 7.920E-01 1.008E-01
304 4.000 1 4.000 10.0015 5.780E+12 7.273E+12 7.947E-01 8.670E-02
303 6.000 1 4.000 10.0066 2.992E+12 4.988E+12 5.998E-01 6.738E-02
298 6.000 1 4.000 10.0541 2.787E+12 4.130E+12 6.748E-01 6.335E-02
59 2.000 1 4.000 12.8325 4.651E+12 1.125E+13 4.135E-01 5.743E-02
63 6.000 1 4.000 12.7549 1.417E+12 2.191E+13 6.465E-02 5.183E-02
159 6.000 1 4.000 11.7550 1.656E+12 2.023E+12 8.186E-01 5.148E-02
335 6.000 1 4.000 9.72839 2.382E+12 3.055E+12 7.797E-01 5.068E-02
45 4.000 1 4.000 12.9786 1.983E+12 3.970E+12 4.993E-01 5.008E-02
75 2.000 1 4.000 12.5934 4.202E+12 4.260E+12 9.862E-01 4.995E-02
305 2.000 1 4.000 9.99887 6.540E+12 8.075E+12 8.099E-01 4.903E-02
286 6.000 1 4.000 10.1214 2.108E+12 4.140E+12 5.093E-01 4.858E-02
19 6.000 1 4.000 13.7755 1.015E+12 1.272E+12 7.981E-01 4.330E-02
336 4.000 1 4.000 9.72837 2.390E+12 3.049E+12 7.837E-01 3.390E-02
441 6.000 1 4.000 9.19000 1.644E+12 2.397E+12 6.859E-01 3.123E-02
482 4.000 1 4.000 9.07990 2.470E+12 3.474E+12 7.110E-01 3.053E-02
17 4.000 1 4.000 13.8617 9.910E+11 1.182E+12 8.381E-01 2.855E-02
467 6.000 1 4.000 9.12003 1.405E+12 2.410E+12 5.832E-01 2.630E-02
481 6.000 1 4.000 9.08227 1.159E+12 2.319E+12 4.997E-01 2.150E-02
483 2.000 1 4.000 9.07867 3.158E+12 4.052E+12 7.794E-01 1.951E-02
50 4.000 1 4.000 12.9213 7.515E+11 5.380E+12 1.397E-01 1.881E-02
535 6.000 1 4.000 8.82573 1.037E+12 1.585E+12 6.539E-01 1.816E-02
39 4.000 1 4.000 13.1010 7.013E+11 1.420E+12 4.937E-01 1.805E-02
152 4.000 1 4.000 11.7869 8.493E+11 1.327E+12 6.402E-01 1.769E-02
295 4.000 1 4.000 10.0607 1.153E+12 2.844E+12 4.054E-01 1.750E-02
16 2.000 1 4.000 13.9875 1.182E+12 1.378E+12 8.576E-01 1.733E-02
337 2.000 1 4.000 9.72572 2.436E+12 3.094E+12 7.872E-01 1.727E-02
444 6.000 1 4.000 9.17772 9.113E+11 2.449E+12 3.721E-01 1.726E-02
115 6.000 1 4.000 12.0968 4.837E+11 1.293E+12 3.741E-01 1.592E-02
603 4.000 1 4.000 8.64920 1.382E+12 2.058E+12 6.715E-01 1.550E-02
300 6.000 1 4.000 10.0400 6.317E+11 6.062E+12 1.042E-01 1.432E-02
536 4.000 1 4.000 8.82450 1.210E+12 1.769E+12 6.840E-01 1.413E-02
782 6.000 1 4.000 8.40424 8.667E+11 1.308E+12 6.625E-01 1.377E-02
556 6.000 1 4.000 8.73819 8.008E+11 1.858E+12 4.310E-01 1.375E-02
575 6.000 1 4.000 8.68467 7.830E+11 1.483E+12 5.280E-01 1.328E-02
163 4.000 1 4.000 11.7308 5.618E+11 1.664E+12 3.375E-01 1.159E-02
604 2.000 1 4.000 8.64854 1.858E+12 2.452E+12 7.575E-01 1.042E-02
602 6.000 1 4.000 8.65046 5.902E+11 1.329E+12 4.440E-01 9.933E-03
783 4.000 1 4.000 8.40413 9.358E+11 1.361E+12 6.878E-01 9.910E-03
128 2.000 1 4.000 11.9713 9.185E+11 2.823E+12 3.253E-01 9.868E-03
299 4.000 1 4.000 10.0421 6.415E+11 4.310E+12 1.488E-01 9.698E-03
117 4.000 1 4.000 12.0887 4.305E+11 6.227E+12 6.914E-02 9.430E-03
751 6.000 1 4.000 8.44267 5.627E+11 1.087E+12 5.178E-01 9.020E-03
437 4.000 1 4.000 9.20507 6.945E+11 1.277E+12 5.440E-01 8.823E-03
106 6.000 1 4.000 12.1845 2.617E+11 4.587E+12 5.704E-02 8.738E-03
776 4.000 1 4.000 8.40938 8.100E+11 1.297E+12 6.246E-01 8.588E-03
278 6.000 1 4.000 10.2111 3.608E+11 9.894E+11 3.647E-01 8.460E-03
463 4.000 1 4.000 9.12298 6.633E+11 1.745E+12 3.800E-01 8.278E-03
47 2.000 1 4.000 12.9654 6.540E+11 1.563E+12 4.185E-01 8.240E-03
537 2.000 1 4.000 8.82276 1.281E+12 1.811E+12 7.073E-01 7.473E-03
906 6.000 1 4.000 8.17115 4.908E+11 8.722E+11 5.627E-01 7.370E-03
131 4.000 1 4.000 11.9482 3.403E+11 3.256E+12 1.045E-01 7.283E-03
285 4.000 1 4.000 10.1333 3.910E+11 1.919E+12 2.037E-01 6.020E-03
306 2.000 1 4.000 9.99460 8.035E+11 5.903E+12 1.361E-01 6.018E-03
129 4.000 1 4.000 11.9612 2.803E+11 2.465E+12 1.137E-01 6.015E-03
134 6.000 1 4.000 11.9120 1.885E+11 3.158E+12 5.969E-02 6.015E-03
777 2.000 1 4.000 8.40902 1.132E+12 1.572E+12 7.202E-01 6.003E-03
62 4.000 1 4.000 12.7586 2.441E+11 1.127E+13 2.165E-02 5.958E-03
801 6.000 1 4.000 8.36484 3.723E+11 1.289E+12 2.889E-01 5.858E-03
127 2.000 1 4.000 11.9823 5.320E+11 3.129E+12 1.700E-01 5.728E-03
715 6.000 1 4.000 8.49344 3.522E+11 1.171E+12 3.007E-01 5.715E-03
154 2.000 1 4.000 11.7838 5.355E+11 1.499E+12 3.572E-01 5.573E-03
69 4.000 1 4.000 12.6471 2.303E+11 1.654E+13 1.392E-02 5.523E-03
905 4.000 1 4.000 8.17189 5.348E+11 9.356E+11 5.715E-01 5.355E-03
439 4.000 1 4.000 9.19404 4.120E+11 1.347E+12 3.058E-01 5.223E-03
81 6.000 1 4.000 12.5541 1.462E+11 1.863E+13 7.848E-03 5.183E-03
977 6.000 1 4.000 7.98577 3.602E+11 8.281E+11 4.349E-01 5.168E-03
784 2.000 1 4.000 8.40357 9.750E+11 1.390E+12 7.015E-01 5.163E-03
775 6.000 1 4.000 8.41006 3.240E+11 8.321E+11 3.894E-01 5.153E-03
162 2.000 1 4.000 11.7323 4.904E+11 2.234E+12 2.195E-01 5.060E-03
272 4.000 1 4.000 10.2586 3.050E+11 9.462E+11 3.223E-01 4.810E-03
572 4.000 1 4.000 8.68639 4.130E+11 1.104E+12 3.742E-01 4.670E-03
113 4.000 1 4.000 12.1298 2.011E+11 1.193E+12 1.685E-01 4.438E-03
440 2.000 1 4.000 9.19009 6.960E+11 1.415E+12 4.918E-01 4.405E-03
470 4.000 1 4.000 9.11450 3.403E+11 2.859E+12 1.190E-01 4.238E-03
79 2.000 1 4.000 12.5605 3.432E+11 1.324E+13 2.592E-02 4.058E-03
445 4.000 1 4.000 9.17433 3.018E+11 1.403E+12 2.151E-01 3.808E-03
471 6.000 1 4.000 9.11420 2.013E+11 3.871E+12 5.201E-02 3.760E-03
80 4.000 1 4.000 12.5558 1.568E+11 1.729E+13 9.069E-03 3.708E-03
538 6.000 1 4.000 8.80701 2.118E+11 8.393E+11 2.524E-01 3.695E-03
297 2.000 1 4.000 10.0583 4.792E+11 1.973E+12 2.429E-01 3.633E-03
103 4.000 1 4.000 12.2072 1.616E+11 2.395E+12 6.744E-02 3.610E-03
798 4.000 1 4.000 8.36923 3.330E+11 1.268E+12 2.625E-01 3.498E-03
70 6.000 1 4.000 12.6380 9.003E+10 2.023E+13 4.450E-03 3.235E-03
713 6.000 1 4.000 8.49499 1.990E+11 7.572E+11 2.628E-01 3.228E-03
249 4.000 1 4.000 10.6573 1.783E+11 4.138E+12 4.309E-02 3.038E-03
975 4.000 1 4.000 7.98830 3.128E+11 8.242E+11 3.795E-01 2.993E-03
1143 6.000 1 4.000 7.77449 2.168E+11 5.903E+11 3.673E-01 2.948E-03
748 4.000 1 4.000 8.44363 2.720E+11 7.402E+11 3.674E-01 2.908E-03
359 6.000 1 4.000 9.46393 1.392E+11 3.276E+12 4.249E-02 2.805E-03
331 6.000 1 4.000 9.76209 1.300E+11 7.301E+11 1.780E-01 2.785E-03
271 2.000 1 4.000 10.3324 3.472E+11 1.045E+12 3.324E-01 2.780E-03
904 2.000 1 4.000 8.17192 5.385E+11 8.986E+11 5.993E-01 2.698E-03
576 4.000 1 4.000 8.68171 2.263E+11 1.821E+12 1.243E-01 2.558E-03
254 6.000 1 4.000 10.6203 9.567E+10 7.112E+11 1.345E-01 2.427E-03
570 6.000 1 4.000 8.69265 1.189E+11 4.698E+11 2.532E-01 2.021E-03
99 4.000 1 4.000 12.2565 8.815E+10 1.271E+12 6.936E-02 1.985E-03
208 6.000 1 4.000 11.2799 6.817E+10 2.554E+11 2.669E-01 1.951E-03
577 6.000 1 4.000 8.68170 1.144E+11 2.485E+12 4.602E-02 1.939E-03
320 6.000 1 4.000 9.87810 8.390E+10 7.010E+12 1.197E-02 1.841E-03
326 4.000 1 4.000 9.85867 1.256E+11 7.582E+12 1.657E-02 1.830E-03
