j g(j) i g(i) wl A A^a A/A^a f
19 5.000 1 5.000 23.5214 9.204E+11 1.346E+14 6.840E-03 7.634E-02
20 3.000 1 5.000 23.5196 5.113E+11 1.341E+14 3.812E-03 2.544E-02
37 7.000 1 5.000 22.8666 4.789E+10 2.566E+12 1.866E-02 5.256E-03
1112 5.000 1 5.000 22.5768 3.766E+10 7.451E+14 5.054E-05 2.878E-03
501 7.000 1 5.000 22.7422 1.314E+10 4.152E+37 3.164E-28 1.426E-03
493 5.000 1 5.000 22.7507 1.788E+10 7.231E+11 2.473E-02 1.388E-03
41 3.000 1 5.000 22.8612 2.648E+10 2.738E+12 9.669E-03 1.245E-03
496 7.000 1 5.000 22.7443 1.048E+10 3.179E+25 3.298E-16 1.138E-03
38 5.000 1 5.000 22.8652 1.256E+10 2.527E+12 4.972E-03 9.846E-04
1113 3.000 1 5.000 22.5757 2.117E+10 5.282E+14 4.008E-05 9.706E-04
510 3.000 1 5.000 22.7313 1.274E+10 4.039E+13 3.154E-04 5.922E-04
42 5.000 1 5.000 22.8390 6.942E+09 6.922E+11 1.003E-02 5.428E-04
491 3.000 1 5.000 22.7509 1.057E+10 7.186E+11 1.471E-02 4.922E-04
520 5.000 1 5.000 22.6822 6.338E+09 1.429E+14 4.436E-05 4.890E-04
82 7.000 1 5.000 22.7987 3.549E+09 2.553E+11 1.390E-02 3.872E-04
580 5.000 1 5.000 22.6518 4.798E+09 9.666E+13 4.964E-05 3.690E-04
502 5.000 1 5.000 22.7413 4.248E+09 5.492E+34 7.735E-26 3.294E-04
1122 5.000 1 5.000 22.5323 3.918E+09 7.004E+13 5.594E-05 2.982E-04
85 7.000 1 5.000 22.7976 2.306E+09 2.181E+11 1.057E-02 2.516E-04
986 5.000 1 5.000 22.6259 2.862E+09 5.503E+13 5.201E-05 2.196E-04
692 5.000 1 5.000 22.6383 2.828E+09 5.984E+13 4.726E-05 2.174E-04
555 7.000 1 5.000 22.6691 1.941E+09 4.548E+11 4.268E-03 2.094E-04
836 5.000 1 5.000 22.6297 2.638E+09 3.324E+13 7.936E-05 2.026E-04
521 3.000 1 5.000 22.6817 3.917E+09 1.070E+14 3.661E-05 1.813E-04
152 7.000 1 5.000 22.7765 1.651E+09 9.931E+10 1.663E-02 1.798E-04
88 5.000 1 5.000 22.7968 2.072E+09 2.400E+11 8.632E-03 1.614E-04
154 5.000 1 5.000 22.7763 2.052E+09 8.880E+10 2.311E-02 1.596E-04
92 5.000 1 5.000 22.7950 2.038E+09 2.110E+11 9.660E-03 1.587E-04
596 3.000 1 5.000 22.6513 3.262E+09 7.142E+13 4.567E-05 1.505E-04
87 3.000 1 5.000 22.7970 3.031E+09 2.849E+11 1.064E-02 1.417E-04
43 3.000 1 5.000 22.8384 3.005E+09 6.998E+11 4.294E-03 1.410E-04
752 5.000 1 5.000 22.6356 1.776E+09 1.641E+13 1.083E-04 1.364E-04
558 5.000 1 5.000 22.6688 1.671E+09 5.699E+12 2.932E-04 1.287E-04
84 5.000 1 5.000 22.7979 1.652E+09 2.270E+11 7.278E-03 1.287E-04
652 5.000 1 5.000 22.6461 1.653E+09 8.420E+12 1.963E-04 1.271E-04
504 7.000 1 5.000 22.7383 1.011E+09 4.994E+12 2.024E-04 1.097E-04
1123 3.000 1 5.000 22.5321 2.347E+09 5.983E+13 3.924E-05 1.072E-04
86 3.000 1 5.000 22.7970 1.870E+09 2.219E+11 8.429E-03 8.742E-05
693 3.000 1 5.000 22.6379 1.883E+09 3.488E+13 5.398E-05 8.680E-05
232 7.000 1 5.000 22.7661 7.229E+08 4.224E+10 1.711E-02 7.864E-05
153 3.000 1 5.000 22.7763 1.665E+09 9.162E+10 1.818E-02 7.770E-05
1136 5.000 1 5.000 22.5120 1.017E+09 1.410E+13 7.213E-05 7.730E-05
824 5.000 1 5.000 22.6311 9.734E+08 2.408E+13 4.042E-05 7.474E-05
987 3.000 1 5.000 22.6255 1.617E+09 3.737E+13 4.327E-05 7.446E-05
40 3.000 1 5.000 22.8643 1.551E+09 2.543E+12 6.100E-04 7.294E-05
554 3.000 1 5.000 22.6694 1.529E+09 1.810E+12 8.451E-04 7.070E-05
497 5.000 1 5.000 22.7441 9.020E+08 5.476E+37 1.647E-29 6.996E-05
233 5.000 1 5.000 22.7660 8.954E+08 3.532E+10 2.535E-02 6.958E-05
649 7.000 1 5.000 22.6467 6.383E+08 1.452E+11 4.394E-03 6.872E-05
830 3.000 1 5.000 22.6298 1.460E+09 3.924E+13 3.721E-05 6.728E-05
557 5.000 1 5.000 22.6689 8.588E+08 5.576E+12 1.540E-04 6.616E-05
234 3.000 1 5.000 22.7660 7.887E+08 4.196E+10 1.880E-02 3.676E-05
312 7.000 1 5.000 22.7602 3.333E+08 2.101E+10 1.586E-02 3.624E-05
