j g(j) i g(i) wl A A+A^a A/(A+A^a) f
12 2.000 1 4.000 5.35912 4.298E+13 6.549E+14 6.563E-02 9.253E-02
28 6.000 1 4.000 4.88343 5.765E+12 2.942E+13 1.959E-01 3.093E-02
29 4.000 1 4.000 4.88274 5.623E+12 3.213E+13 1.750E-01 2.010E-02
34 6.000 1 4.000 4.86961 1.955E+12 3.069E+13 6.369E-02 1.043E-02
30 2.000 1 4.000 4.88195 4.435E+12 3.187E+13 1.391E-01 7.923E-03
36 4.000 1 4.000 4.86732 1.865E+12 2.590E+13 7.198E-02 6.623E-03
70 6.000 1 4.000 4.77540 1.119E+12 8.678E+12 1.290E-01 5.740E-03
32 2.000 1 4.000 4.87842 2.830E+12 1.417E+13 1.997E-01 5.048E-03
72 4.000 1 4.000 4.77411 1.354E+12 9.262E+12 1.462E-01 4.628E-03
73 6.000 1 4.000 4.77395 8.592E+11 8.294E+12 1.036E-01 4.403E-03
25 6.000 1 4.000 4.88486 8.118E+11 2.458E+13 3.303E-02 4.358E-03
97 6.000 1 4.000 4.75956 5.828E+11 9.201E+12 6.335E-02 2.970E-03
141 6.000 1 4.000 4.73091 5.902E+11 3.946E+12 1.496E-01 2.970E-03
69 4.000 1 4.000 4.77557 7.008E+11 8.815E+12 7.949E-02 2.396E-03
142 4.000 1 4.000 4.73090 6.088E+11 4.269E+12 1.426E-01 2.043E-03
33 4.000 1 4.000 4.87002 5.280E+11 2.953E+13 1.788E-02 1.877E-03
76 2.000 1 4.000 4.77329 9.825E+11 9.679E+12 1.015E-01 1.678E-03
224 6.000 1 4.000 4.70819 3.235E+11 2.109E+12 1.534E-01 1.613E-03
100 4.000 1 4.000 4.75892 4.723E+11 8.448E+12 5.590E-02 1.603E-03
145 6.000 1 4.000 4.72924 2.728E+11 3.596E+12 7.588E-02 1.372E-03
78 2.000 1 4.000 4.76964 7.690E+11 7.600E+12 1.012E-01 1.312E-03
26 4.000 1 4.000 4.88395 3.598E+11 2.449E+13 1.469E-02 1.287E-03
35 2.000 1 4.000 4.86741 7.180E+11 2.465E+13 2.912E-02 1.275E-03
207 6.000 1 4.000 4.71499 2.517E+11 4.041E+12 6.227E-02 1.259E-03
225 4.000 1 4.000 4.70818 3.753E+11 2.372E+12 1.582E-01 1.247E-03
144 4.000 1 4.000 4.72939 3.658E+11 3.551E+12 1.030E-01 1.226E-03
68 6.000 1 4.000 4.77618 1.790E+11 8.286E+12 2.160E-02 9.180E-04
