j g(j) i g(i) wl A A+A^a A/(A+A^a) f
68 7.000 1 5.000 13.5180 1.853E+13 1.889E+13 9.807E-01 7.116E-01
71 5.000 1 5.000 13.4970 1.296E+13 1.462E+13 8.863E-01 3.550E-01
74 3.000 1 5.000 13.4620 1.411E+13 1.875E+13 7.524E-01 2.306E-01
53 7.000 1 5.000 13.7950 5.337E+12 5.398E+12 9.887E-01 2.136E-01
76 7.000 1 5.000 13.4230 5.006E+12 1.181E+13 4.238E-01 1.895E-01
243 7.000 1 5.000 10.8279 5.604E+12 6.507E+12 8.612E-01 1.379E-01
65 5.000 1 5.000 13.5510 4.388E+12 1.337E+13 3.281E-01 1.212E-01
57 7.000 1 5.000 13.6450 2.469E+12 2.566E+12 9.620E-01 9.668E-02
277 7.000 1 5.000 10.6499 3.684E+12 4.617E+12 7.979E-01 8.770E-02
280 5.000 1 5.000 10.6422 5.164E+12 6.240E+12 8.276E-01 8.768E-02
106 5.000 1 5.000 12.9321 3.352E+12 3.457E+12 9.696E-01 8.406E-02
368 7.000 1 5.000 9.85632 3.469E+12 4.168E+12 8.321E-01 7.074E-02
97 7.000 1 5.000 13.0306 1.959E+12 2.011E+12 9.741E-01 6.980E-02
268 7.000 1 5.000 10.6954 2.237E+12 3.290E+12 6.800E-01 5.374E-02
105 7.000 1 5.000 12.9410 1.433E+12 1.484E+12 9.658E-01 5.038E-02
50 5.000 1 5.000 13.8600 1.747E+12 3.006E+12 5.812E-01 5.032E-02
282 3.000 1 5.000 10.6304 4.723E+12 7.645E+12 6.178E-01 4.802E-02
104 3.000 1 5.000 12.9459 3.034E+12 3.269E+12 9.281E-01 4.574E-02
15 7.000 1 5.000 14.6640 9.567E+11 1.048E+12 9.133E-01 4.328E-02
159 7.000 1 5.000 12.2332 1.350E+12 2.050E+12 6.588E-01 4.242E-02
508 7.000 1 5.000 9.39965 2.287E+12 2.820E+12 8.110E-01 4.242E-02
12 3.000 1 5.000 14.9610 1.991E+12 2.898E+12 6.872E-01 4.024E-02
80 5.000 1 5.000 13.3753 1.402E+12 1.480E+13 9.474E-02 3.760E-02
67 3.000 1 5.000 13.5548 2.222E+12 6.093E+12 3.647E-01 3.672E-02
311 7.000 1 5.000 10.1425 1.671E+12 2.229E+12 7.497E-01 3.608E-02
436 5.000 1 5.000 9.69456 2.492E+12 3.250E+12 7.669E-01 3.510E-02
73 5.000 1 5.000 13.4973 1.173E+12 6.058E+12 1.937E-01 3.204E-02
56 5.000 1 5.000 13.6823 1.135E+12 1.524E+12 7.450E-01 3.186E-02
87 7.000 1 5.000 13.2658 8.274E+11 8.738E+11 9.469E-01 3.056E-02
13 5.000 1 5.000 14.7250 8.456E+11 1.148E+12 7.368E-01 2.762E-02
410 7.000 1 5.000 9.73355 1.388E+12 2.326E+12 5.967E-01 2.760E-02
433 7.000 1 5.000 9.69729 1.347E+12 2.026E+12 6.647E-01 2.658E-02
240 5.000 1 5.000 10.8404 1.420E+12 4.157E+12 3.416E-01 2.502E-02
314 5.000 1 5.000 10.1204 1.552E+12 2.137E+12 7.264E-01 2.384E-02
61 3.000 1 5.000 13.6431 1.245E+12 6.025E+12 2.066E-01 2.084E-02
59 7.000 1 5.000 13.6470 5.176E+11 8.029E+11 6.446E-01 2.024E-02
72 3.000 1 5.000 13.5155 1.208E+12 1.148E+13 1.052E-01 1.985E-02
438 3.000 1 5.000 9.68921 2.160E+12 3.927E+12 5.501E-01 1.824E-02
550 7.000 1 5.000 9.22906 9.267E+11 1.397E+12 6.632E-01 1.657E-02
135 5.000 1 5.000 12.4851 6.806E+11 3.261E+12 2.087E-01 1.591E-02
524 7.000 1 5.000 9.28370 8.620E+11 1.631E+12 5.287E-01 1.559E-02
540 5.000 1 5.000 9.24847 1.205E+12 1.714E+12 7.029E-01 1.545E-02
101 3.000 1 5.000 12.9550 1.010E+12 1.156E+12 8.742E-01 1.525E-02
262 5.000 1 5.000 10.7038 8.642E+11 2.370E+12 3.646E-01 1.484E-02
271 5.000 1 5.000 10.6806 8.382E+11 5.849E+12 1.433E-01 1.434E-02
313 3.000 1 5.000 10.1317 1.500E+12 2.051E+12 7.314E-01 1.385E-02
128 7.000 1 5.000 12.5388 4.120E+11 3.930E+12 1.048E-01 1.359E-02
553 5.000 1 5.000 9.21899 1.010E+12 1.455E+12 6.941E-01 1.287E-02
364 5.000 1 5.000 9.86120 8.668E+11 2.617E+12 3.313E-01 1.264E-02
281 3.000 1 5.000 10.6412 1.233E+12 8.425E+12 1.464E-01 1.256E-02
452 7.000 1 5.000 9.64844 6.161E+11 1.550E+12 3.974E-01 1.204E-02
538 7.000 1 5.000 9.25019 6.547E+11 1.114E+12 5.877E-01 1.176E-02
227 7.000 1 5.000 10.9035 4.554E+11 9.606E+11 4.741E-01 1.137E-02
317 5.000 1 5.000 10.0818 7.054E+11 1.308E+12 5.391E-01 1.075E-02
85 5.000 1 5.000 13.3055 3.994E+11 3.261E+12 1.225E-01 1.060E-02
285 7.000 1 5.000 10.6204 4.116E+11 7.340E+12 5.607E-02 9.744E-03
696 7.000 1 5.000 8.80634 5.961E+11 9.710E+11 6.139E-01 9.704E-03
316 7.000 1 5.000 10.0822 4.464E+11 9.590E+11 4.655E-01 9.526E-03
542 3.000 1 5.000 9.24588 1.219E+12 2.281E+12 5.343E-01 9.370E-03
111 5.000 1 5.000 12.8584 3.732E+11 3.410E+12 1.094E-01 9.250E-03
157 5.000 1 5.000 12.2704 3.848E+11 9.237E+11 4.166E-01 8.684E-03
98 5.000 1 5.000 12.9789 3.240E+11 6.667E+11 4.859E-01 8.182E-03
123 3.000 1 5.000 12.5932 5.647E+11 3.679E+12 1.535E-01 8.056E-03
551 3.000 1 5.000 9.22343 1.038E+12 1.509E+12 6.877E-01 7.944E-03
506 5.000 1 5.000 9.40198 5.924E+11 2.012E+12 2.944E-01 7.850E-03
416 5.000 1 5.000 9.72894 5.484E+11 3.309E+12 1.657E-01 7.782E-03
315 3.000 1 5.000 10.0927 8.443E+11 1.473E+12 5.731E-01 7.736E-03
130 5.000 1 5.000 12.5240 3.230E+11 5.074E+11 6.366E-01 7.598E-03
299 7.000 1 5.000 10.4838 3.286E+11 1.542E+12 2.131E-01 7.580E-03
43 5.000 1 5.000 13.9546 2.546E+11 2.792E+11 9.120E-01 7.430E-03
140 3.000 1 5.000 12.4692 5.207E+11 2.824E+12 1.844E-01 7.280E-03
213 3.000 1 5.000 11.1053 6.440E+11 1.463E+12 4.401E-01 7.146E-03
401 5.000 1 5.000 9.73766 4.798E+11 1.571E+12 3.054E-01 6.822E-03
698 5.000 1 5.000 8.80007 5.780E+11 9.452E+11 6.115E-01 6.710E-03
437 3.000 1 5.000 9.69267 7.143E+11 2.097E+12 3.406E-01 6.036E-03
89 7.000 1 5.000 13.2258 1.494E+11 2.630E+13 5.682E-03 5.484E-03
222 5.000 1 5.000 10.9495 3.048E+11 9.233E+11 3.301E-01 5.478E-03
155 5.000 1 5.000 12.3045 2.408E+11 9.005E+11 2.674E-01 5.468E-03
78 7.000 1 5.000 13.4036 1.373E+11 2.824E+12 4.861E-02 5.176E-03
690 7.000 1 5.000 8.81615 3.104E+11 9.742E+11 3.187E-01 5.064E-03
265 7.000 1 5.000 10.6989 2.073E+11 1.494E+12 1.387E-01 4.980E-03
264 3.000 1 5.000 10.6993 4.803E+11 2.514E+12 1.911E-01 4.948E-03
160 3.000 1 5.000 12.2185 3.497E+11 9.815E+11 3.562E-01 4.694E-03
293 7.000 1 5.000 10.5583 1.866E+11 2.814E+12 6.630E-02 4.364E-03
684 5.000 1 5.000 8.82166 3.704E+11 1.070E+12 3.461E-01 4.322E-03
45 3.000 1 5.000 13.9542 2.458E+11 3.439E+11 7.148E-01 4.306E-03
96 3.000 1 5.000 13.0402 2.767E+11 3.201E+11 8.645E-01 4.232E-03
52 3.000 1 5.000 13.8117 2.465E+11 5.421E+12 4.548E-02 4.230E-03
525 5.000 1 5.000 9.28142 3.210E+11 1.965E+12 1.634E-01 4.146E-03
697 3.000 1 5.000 8.80267 5.877E+11 9.915E+11 5.927E-01 4.096E-03
272 3.000 1 5.000 10.6744 3.777E+11 4.581E+12 8.244E-02 3.870E-03
81 3.000 1 5.000 13.3435 2.402E+11 1.652E+13 1.454E-02 3.846E-03
519 5.000 1 5.000 9.28610 2.958E+11 1.073E+12 2.756E-01 3.824E-03
25 5.000 1 5.000 14.3757 1.174E+11 1.284E+12 9.148E-02 3.638E-03
802 7.000 1 5.000 8.43142 2.396E+11 7.797E+11 3.073E-01 3.574E-03
94 5.000 1 5.000 13.1097 1.349E+11 1.682E+11 8.018E-01 3.474E-03
16 5.000 1 5.000 14.6373 1.048E+11 2.159E+12 4.855E-02 3.368E-03
574 7.000 1 5.000 9.17641 1.891E+11 6.040E+11 3.132E-01 3.344E-03
11 5.000 1 5.000 15.0790 9.726E+10 1.014E+11 9.589E-01 3.330E-03
90 5.000 1 5.000 13.2233 1.189E+11 1.678E+13 7.083E-03 3.116E-03
541 3.000 1 5.000 9.24826 3.863E+11 1.527E+12 2.530E-01 2.972E-03
687 3.000 1 5.000 8.81883 4.070E+11 1.284E+12 3.170E-01 2.848E-03
575 5.000 1 5.000 9.17589 2.212E+11 7.628E+11 2.900E-01 2.794E-03
366 5.000 1 5.000 9.85842 1.851E+11 1.070E+12 1.730E-01 2.698E-03
297 5.000 1 5.000 10.4934 1.632E+11 1.381E+12 1.182E-01 2.694E-03
370 7.000 1 5.000 9.84863 1.319E+11 8.556E+11 1.542E-01 2.686E-03
372 7.000 1 5.000 9.83931 1.291E+11 2.566E+12 5.031E-02 2.624E-03
300 7.000 1 5.000 10.4808 1.096E+11 6.681E+12 1.640E-02 2.526E-03
44 7.000 1 5.000 13.9544 6.030E+10 6.845E+10 8.809E-01 2.464E-03
435 3.000 1 5.000 9.69497 2.874E+11 2.496E+12 1.151E-01 2.430E-03
371 3.000 1 5.000 9.84238 2.755E+11 1.308E+12 2.106E-01 2.400E-03
419 3.000 1 5.000 9.72419 2.767E+11 1.759E+12 1.573E-01 2.354E-03
132 3.000 1 5.000 12.5073 1.630E+11 1.358E+12 1.201E-01 2.294E-03
476 7.000 1 5.000 9.56141 1.170E+11 2.340E+12 5.001E-02 2.246E-03
403 3.000 1 5.000 9.73667 2.615E+11 1.431E+12 1.827E-01 2.230E-03
448 5.000 1 5.000 9.65698 1.586E+11 1.081E+12 1.466E-01 2.216E-03
628 7.000 1 5.000 8.98333 1.243E+11 9.129E+11 1.361E-01 2.106E-03
153 3.000 1 5.000 12.3432 1.523E+11 1.424E+12 1.069E-01 2.088E-03
799 5.000 1 5.000 8.43397 1.821E+11 7.459E+11 2.441E-01 1.942E-03
383 7.000 1 5.000 9.79426 9.557E+10 5.687E+11 1.681E-01 1.924E-03
77 5.000 1 5.000 13.4151 7.056E+10 3.131E+12 2.254E-02 1.904E-03
142 5.000 1 5.000 12.4652 8.134E+10 3.116E+12 2.610E-02 1.895E-03
121 5.000 1 5.000 12.6014 7.882E+10 3.061E+11 2.575E-01 1.877E-03
162 3.000 1 5.000 12.1593 1.411E+11 1.945E+12 7.252E-02 1.876E-03
378 5.000 1 5.000 9.82468 1.290E+11 2.045E+12 6.307E-02 1.867E-03
233 5.000 1 5.000 10.8701 1.041E+11 1.030E+12 1.011E-01 1.844E-03
450 3.000 1 5.000 9.64901 2.167E+11 1.091E+12 1.986E-01 1.815E-03
