j g(j) i g(i) wl A A+A^a A/(A+A^a) f
8 4 1 2 5.08438 5.57E+13 6.01E+13 9.27E-01 4.32E-01
7 2 1 2 5.08642 5.05E+13 6.32E+13 7.99E-01 1.96E-01
16 4 1 2 4.37704 1.22E+13 2.31E+13 5.29E-01 7.02E-02
9 2 1 2 5.06387 9.49E+12 1.05E+14 9.05E-02 3.65E-02
17 2 1 2 4.37675 1.23E+13 2.32E+13 5.31E-01 3.53E-02
10 4 1 2 5.06272 4.18E+12 1.06E+14 3.95E-02 3.21E-02
26 4 1 2 4.35341 5.01E+12 2.59E+13 1.94E-01 2.85E-02
34 4 1 2 4.17944 5.40E+12 9.80E+12 5.51E-01 2.83E-02
60 4 1 2 4.0946 2.89E+12 5.00E+12 5.78E-01 1.45E-02
35 2 1 2 4.17933 5.45E+12 9.92E+12 5.49E-01 1.43E-02
25 2 1 2 4.35438 4.98E+12 2.64E+13 1.89E-01 1.42E-02
50 4 1 2 4.1558 1.99E+12 1.09E+13 1.83E-01 1.03E-02
94 4 1 2 4.05016 1.77E+12 3.06E+12 5.79E-01 8.70E-03
61 2 1 2 4.09455 2.92E+12 5.12E+12 5.70E-01 7.33E-03
136 4 1 2 4.0239 1.26E+12 2.09E+12 6.02E-01 6.11E-03
49 2 1 2 4.15616 1.96E+12 1.11E+13 1.76E-01 5.07E-03
82 4 1 2 4.07126 9.97E+11 5.62E+12 1.78E-01 4.96E-03
95 2 1 2 4.05013 1.78E+12 3.06E+12 5.82E-01 4.39E-03
137 2 1 2 4.02388 1.27E+12 2.13E+12 5.96E-01 3.08E-03
122 4 1 2 4.02706 5.42E+11 3.30E+12 1.64E-01 2.64E-03
81 2 1 2 4.07144 9.81E+11 5.71E+12 1.72E-01 2.44E-03
170 4 1 2 4.00096 3.95E+11 2.13E+12 1.85E-01 1.89E-03
121 2 1 2 4.02716 5.34E+11 3.35E+12 1.59E-01 1.30E-03
169 2 1 2 4.00102 3.88E+11 2.16E+12 1.79E-01 9.31E-04
5 4 1 2 5.13378 7.94E+10 1.25E+11 6.36E-01 6.28E-04
14 4 1 2 4.38369 5.98E+10 1.27E+11 4.70E-01 3.45E-04
32 4 1 2 4.18184 2.86E+10 1.88E+11 1.52E-01 1.50E-04
3 2 1 2 5.13532 2.89E+10 4.54E+10 6.37E-01 1.14E-04
58 4 1 2 4.09577 1.52E+10 1.37E+11 1.11E-01 7.64E-05
22 6 1 2 4.3682 7.87E+09 3.06E+12 2.57E-03 6.75E-05
13 2 1 2 4.384 1.99E+10 4.29E+10 4.65E-01 5.74E-05
23 4 1 2 4.36811 7.91E+09 3.07E+12 2.58E-03 4.52E-05
92 4 1 2 4.05083 8.86E+09 9.46E+10 9.36E-02 4.36E-05
40 6 1 2 4.1764 4.08E+09 1.29E+12 3.17E-03 3.20E-05
134 4 1 2 4.02434 5.63E+09 6.89E+10 8.17E-02 2.74E-05
31 2 1 2 4.18195 9.45E+09 1.53E+11 6.19E-02 2.48E-05
41 4 1 2 4.17636 4.10E+09 1.29E+12 3.19E-03 2.14E-05
66 6 1 2 4.09321 2.29E+09 6.89E+11 3.33E-03 1.73E-05
57 2 1 2 4.09583 5.02E+09 1.19E+11 4.22E-02 1.26E-05
28 6 1 2 4.34383 1.44E+09 4.85E+12 2.96E-04 1.22E-05
67 4 1 2 4.09319 2.31E+09 6.89E+11 3.35E-03 1.16E-05
100 6 1 2 4.04941 1.40E+09 4.31E+11 3.25E-03 1.03E-05
52 6 1 2 4.15249 1.17E+09 2.39E+12 4.88E-04 9.04E-06
27 4 1 2 4.34411 1.40E+09 4.88E+12 2.86E-04 7.91E-06
91 2 1 2 4.05086 2.94E+09 8.45E+10 3.47E-02 7.23E-06
101 4 1 2 4.0494 1.41E+09 4.31E+11 3.27E-03 6.93E-06
142 6 1 2 4.02345 8.70E+08 3.37E+11 2.58E-03 6.34E-06
51 4 1 2 4.1526 1.15E+09 2.40E+12 4.77E-04 5.93E-06
84 6 1 2 4.06971 7.24E+08 1.31E+12 5.53E-04 5.40E-06
133 2 1 2 4.02436 1.88E+09 6.24E+10 3.02E-02 4.57E-06
