j g(j) i g(i) wl A A+A^a A/(A+A^a) f
51 0 0 0 15.6339 6.11473E+12 4.50664E+13 0 4.48126E-01
55 0 0 0 15.5555 1.16198E+13 9.89972E+13 0 4.21527E-01
53 0 0 0 15.6098 5.06409E+12 4.87815E+13 0 3.69983E-01
54 0 0 0 15.5879 3.64088E+12 2.65363E+14 0 2.65260E-01
40 0 0 0 15.8111 6.18112E+12 4.17809E+13 0 2.31659E-01
47 0 0 0 15.7017 3.09464E+12 1.33703E+14 0 2.28766E-01
59 0 0 0 15.4241 4.70907E+12 8.41031E+13 0 1.67956E-01
66 0 0 0 14.3517 2.46636E+12 2.03197E+14 0 1.52318E-01
48 0 0 0 15.6655 1.56818E+12 2.78961E+14 0 1.15391E-01
27 0 0 0 15.9675 1.21635E+12 4.91101E+13 0 9.29862E-02
60 0 0 0 15.3937 1.05656E+12 8.12115E+14 0 7.50700E-02
65 0 0 0 14.3675 2.01051E+12 1.60537E+14 0 6.22199E-02
64 0 0 0 14.3686 1.89995E+12 1.57592E+14 0 5.88067E-02
44 0 0 0 15.7479 6.71164E+11 2.07377E+14 0 4.99068E-02
33 0 0 0 15.8972 6.42954E+11 2.21950E+14 0 4.87199E-02
42 0 0 0 15.7591 5.42529E+11 1.95040E+14 0 4.03993E-02
49 0 0 0 15.6537 4.50749E+11 3.93074E+13 0 3.31174E-02
22 0 0 0 16.0478 3.94454E+11 1.67432E+14 0 3.04590E-02
58 0 0 0 15.4549 4.24184E+11 1.34753E+14 0 3.03789E-02
45 0 0 0 15.7311 3.39872E+11 2.88387E+14 0 2.52187E-02
35 0 0 0 15.8697 6.40123E+11 9.64365E+13 0 2.41692E-02
50 0 0 0 15.6533 6.25067E+11 4.84756E+14 0 2.29613E-02
12 0 0 0 16.2272 5.79939E+11 8.24278E+13 0 2.28943E-02
38 0 0 0 15.8418 3.03652E+11 1.20999E+13 0 2.28494E-02
39 0 0 0 15.8197 2.66032E+11 6.99206E+13 0 1.99626E-02
46 0 0 0 15.7047 5.11970E+11 2.59772E+14 0 1.89304E-02
52 0 0 0 15.6319 5.15939E+11 1.14014E+13 0 1.89008E-02
32 0 0 0 15.9002 4.96026E+11 2.50370E+14 0 1.88005E-02
26 0 0 0 15.9817 3.97318E+11 9.23782E+13 0 1.52139E-02
43 0 0 0 15.7514 3.77595E+11 2.86671E+14 0 1.40451E-02
18 0 0 0 16.1285 1.42151E+11 1.55318E+14 0 1.10874E-02
56 0 0 0 15.5362 1.34908E+11 9.80867E+13 0 9.76372E-03
15 0 0 0 16.1833 1.85927E+11 1.06116E+14 0 7.30020E-03
36 0 0 0 15.8684 8.82228E+10 8.26656E+13 0 6.66095E-03
28 0 0 0 15.9466 8.08377E+10 1.44167E+14 0 6.16364E-03
31 0 0 0 15.9037 7.62621E+10 3.23906E+14 0 5.78353E-03
3 0 0 0 16.4562 1.41790E+11 3.09008E+13 0 5.75655E-03
69 0 0 0 14.2439 1.74189E+11 1.98334E+14 0 5.29830E-03
6 0 0 0 16.3825 6.54212E+10 3.14268E+13 0 5.26464E-03
25 0 0 0 16.0198 1.34065E+11 6.95484E+13 0 5.15808E-03
9 0 0 0 16.3022 6.34788E+10 2.39253E+13 0 5.05836E-03
57 0 0 0 15.4983 1.27216E+11 1.05049E+14 0 4.58106E-03
61 0 0 0 14.4595 1.26328E+11 2.02449E+14 0 3.95971E-03
19 0 0 0 16.1242 7.61356E+10 9.11761E+13 0 2.96757E-03
41 0 0 0 15.7708 7.51568E+10 2.65852E+14 0 2.80243E-03
68 0 0 0 14.3175 3.96763E+10 1.32344E+14 0 2.43869E-03
14 0 0 0 16.2066 2.96178E+10 8.34637E+13 0 2.33251E-03
4 0 0 0 16.4488 2.36961E+10 2.50996E+13 0 1.92236E-03
5 0 0 0 16.4068 2.19743E+10 5.80090E+13 0 1.77358E-03
24 0 0 0 16.0289 1.95662E+10 9.01964E+13 0 1.50731E-03
17 0 0 0 16.1447 1.67690E+10 4.89697E+13 0 1.31056E-03
30 0 0 0 15.9182 3.34289E+10 4.05690E+14 0 1.26989E-03
67 0 0 0 14.3207 2.02366E+10 1.33044E+14 0 1.24439E-03
13 0 0 0 16.2151 1.54471E+10 2.52090E+14 0 1.21780E-03
11 0 0 0 16.2591 1.35038E+10 1.74144E+14 0 1.07038E-03
21 0 0 0 16.0535 2.48287E+10 1.27830E+13 0 9.59290E-04
10 0 0 0 16.2649 1.64465E+10 4.59357E+14 0 6.52281E-04
8 0 0 0 16.3221 1.42712E+10 1.20710E+14 0 5.69998E-04
29 0 0 0 15.9358 6.67617E+09 4.24070E+13 0 5.08350E-04
7 0 0 0 16.3394 3.82456E+09 3.91072E+12 0 3.06156E-04
16 0 0 0 16.1645 5.53366E+09 3.41174E+13 0 2.16767E-04
20 0 0 0 16.1126 2.61528E+09 4.21597E+13 0 2.03581E-04
34 0 0 0 15.8908 1.14633E+09 5.91013E+13 0 8.67939E-05
23 0 0 0 16.0404 8.22527E+08 6.80178E+13 0 6.34556E-05
1 0 0 0 16.5912 3.36788E+08 3.57092E+12 0 2.77973E-05
62 0 0 0 14.4391 2.45583E+08 1.73271E+14 0 1.53521E-05
37 0 0 0 15.8472 7.81658E+06 2.53605E+13 0 2.94292E-07
2 0 0 0 16.5589 2.93760E+06 3.20302E+12 0 1.20758E-07
63 0 0 0 14.4363 2.97966E+05 1.33447E+14 0 1.86194E-08
