j g(j) i g(i) wl A A^a A/A^a f
17 3.000 1 1.000 14.2392 1.615E+12 2.493E+14 6.480E-03 1.473E-01
20 3.000 1 1.000 14.2023 1.363E+12 5.755E+13 2.369E-02 1.237E-01
22 3.000 1 1.000 14.1703 8.047E+11 2.074E+14 3.880E-03 7.267E-02
41 3.000 1 1.000 12.9805 4.090E+11 2.565E+13 1.594E-02 3.100E-02
49 3.000 1 1.000 12.9668 2.202E+11 2.093E+13 1.052E-02 1.665E-02
156 3.000 1 1.000 12.6901 2.032E+11 1.473E+13 1.379E-02 1.472E-02
74 3.000 1 1.000 12.8940 1.749E+11 7.147E+12 2.447E-02 1.308E-02
235 3.000 1 1.000 12.5833 1.112E+11 2.943E+12 3.779E-02 7.922E-03
87 3.000 1 1.000 12.8840 1.046E+11 7.540E+12 1.387E-02 7.808E-03
251 3.000 1 1.000 12.5706 1.042E+11 1.145E+13 9.101E-03 7.409E-03
37 3.000 1 1.000 13.0108 8.487E+10 3.743E+12 2.267E-02 6.462E-03
160 3.000 1 1.000 12.6834 8.650E+10 1.240E+13 6.975E-03 6.260E-03
552 3.000 1 1.000 12.4741 8.147E+10 6.662E+12 1.223E-02 5.701E-03
99 3.000 1 1.000 12.8472 7.323E+10 6.198E+12 1.182E-02 5.436E-03
412 3.000 1 1.000 12.5119 7.253E+10 4.657E+12 1.558E-02 5.108E-03
259 3.000 1 1.000 12.5681 6.503E+10 3.077E+12 2.113E-02 4.619E-03
153 3.000 1 1.000 12.7010 4.580E+10 1.431E+12 3.200E-02 3.323E-03
588 3.000 1 1.000 12.4710 3.943E+10 5.353E+12 7.367E-03 2.758E-03
240 3.000 1 1.000 12.5803 3.687E+10 2.075E+12 1.777E-02 2.625E-03
89 3.000 1 1.000 12.8728 3.497E+10 2.277E+13 1.536E-03 2.607E-03
695 3.000 1 1.000 12.4619 2.789E+10 2.528E+12 1.104E-02 1.948E-03
887 3.000 1 1.000 12.4003 2.549E+10 1.137E+12 2.242E-02 1.763E-03
418 3.000 1 1.000 12.5075 2.468E+10 7.060E+12 3.496E-03 1.736E-03
