j g(j) i g(i) wl A A^a A/A^a f
23 4.000 1 2.000 11.8582 2.808E+08 5.808E+11 4.834E-04 1.184E-05
40 6.000 1 2.000 11.3938 1.486E+08 2.066E+11 7.192E-04 8.675E-06
32 4.000 1 2.000 11.4155 1.520E+08 1.858E+10 8.180E-03 5.937E-06
41 4.000 1 2.000 11.3938 1.488E+08 2.058E+11 7.232E-04 5.795E-06
3 2.000 1 2.000 13.8493 1.658E+08 1.836E+08 9.033E-01 4.770E-06
66 6.000 1 2.000 11.1909 8.375E+07 1.059E+11 7.909E-04 4.718E-06
28 6.000 1 2.000 11.7526 5.873E+07 1.815E+12 3.236E-05 3.648E-06
67 4.000 1 2.000 11.1909 8.393E+07 1.061E+11 7.907E-04 3.152E-06
58 4.000 1 2.000 11.2012 7.880E+07 1.219E+10 6.466E-03 2.964E-06
89 6.000 1 2.000 11.0884 4.907E+07 5.743E+11 8.544E-05 2.713E-06
13 2.000 1 2.000 11.9200 1.255E+08 3.417E+09 3.673E-02 2.673E-06
52 6.000 1 2.000 11.2895 4.533E+07 9.902E+11 4.578E-05 2.599E-06
27 4.000 1 2.000 11.7528 5.828E+07 1.820E+12 3.203E-05 2.414E-06
131 6.000 1 2.000 11.0202 3.788E+07 6.338E+10 5.977E-04 2.069E-06
86 4.000 1 2.000 11.0895 5.172E+07 8.861E+09 5.837E-03 1.908E-06
88 4.000 1 2.000 11.0884 4.868E+07 5.760E+11 8.450E-05 1.794E-06
51 4.000 1 2.000 11.2896 4.508E+07 9.866E+11 4.569E-05 1.723E-06
104 6.000 1 2.000 11.0834 3.108E+07 5.800E+10 5.359E-04 1.717E-06
132 4.000 1 2.000 11.0202 3.795E+07 6.347E+10 5.979E-04 1.382E-06
105 4.000 1 2.000 11.0834 3.143E+07 5.778E+10 5.439E-04 1.158E-06
31 2.000 1 2.000 11.4156 5.820E+07 1.651E+10 3.525E-03 1.137E-06
123 4.000 1 2.000 11.0237 2.541E+07 6.766E+09 3.756E-03 9.259E-07
161 6.000 1 2.000 10.9818 1.477E+07 3.418E+11 4.321E-05 8.010E-07
172 6.000 1 2.000 10.9190 1.066E+07 2.368E+11 4.503E-05 5.715E-07
57 2.000 1 2.000 11.2013 3.022E+07 1.234E+10 2.448E-03 5.685E-07
160 4.000 1 2.000 10.9818 1.468E+07 3.432E+11 4.277E-05 5.310E-07
171 4.000 1 2.000 10.9190 1.060E+07 2.374E+11 4.463E-05 3.789E-07
85 2.000 1 2.000 11.0895 1.982E+07 8.955E+09 2.213E-03 3.654E-07
122 2.000 1 2.000 11.0238 9.805E+06 6.920E+09 1.417E-03 1.787E-07
6 6.000 1 2.000 13.8454 1.722E+06 1.722E+06 1.000E+00 1.484E-07
15 6.000 1 2.000 11.9192 6.427E+05 1.077E+08 5.967E-03 4.106E-08
33 6.000 1 2.000 11.4154 2.935E+05 1.414E+10 2.075E-05 1.720E-08
59 6.000 1 2.000 11.2011 1.578E+05 1.175E+10 1.342E-05 8.905E-09
87 6.000 1 2.000 11.0895 9.538E+04 8.636E+09 1.105E-05 5.275E-09
124 6.000 1 2.000 11.0237 6.393E+04 6.630E+09 9.643E-06 3.494E-09
5 2.000 1 2.000 13.8467 1.394E+04 7.828E+13 1.780E-10 4.006E-10
20 6.000 1 2.000 11.8807 4.560E+03 3.718E+11 1.226E-08 2.895E-10
38 6.000 1 2.000 11.4014 3.435E+03 1.561E+11 2.201E-08 2.008E-10
11 4.000 1 2.000 11.9766 3.550E+03 6.379E+10 5.565E-08 1.527E-10
19 4.000 1 2.000 11.8808 2.898E+03 3.720E+11 7.792E-09 1.227E-10
64 6.000 1 2.000 11.1945 2.172E+03 8.307E+10 2.614E-08 1.225E-10
37 4.000 1 2.000 11.4014 2.176E+03 1.561E+11 1.394E-08 8.481E-11
29 4.000 1 2.000 11.4358 1.593E+03 4.353E+10 3.659E-08 6.245E-11
24 2.000 1 2.000 11.8392 2.862E+03 1.449E+13 1.975E-10 6.015E-11
129 6.000 1 2.000 11.0215 1.084E+03 4.208E+10 2.578E-08 5.925E-11
63 4.000 1 2.000 11.1945 1.375E+03 8.311E+10 1.655E-08 5.168E-11
55 4.000 1 2.000 11.2109 8.415E+02 3.030E+10 2.777E-08 3.171E-11
128 4.000 1 2.000 11.0215 6.857E+02 4.214E+10 1.627E-08 2.498E-11
48 2.000 1 2.000 11.3205 1.274E+03 5.454E+12 2.337E-10 2.448E-11
12 2.000 1 2.000 11.9247 9.915E+02 2.452E+13 4.044E-11 2.113E-11
81 4.000 1 2.000 11.0949 4.965E+02 2.433E+10 2.041E-08 1.832E-11
80 2.000 1 2.000 11.1028 6.850E+02 2.727E+12 2.512E-10 1.266E-11
120 4.000 1 2.000 11.0271 3.182E+02 2.759E+10 1.153E-08 1.160E-11
30 2.000 1 2.000 11.4180 5.715E+02 1.140E+13 5.015E-11 1.117E-11
157 2.000 1 2.000 10.9901 4.169E+02 1.586E+12 2.628E-10 7.550E-12
56 2.000 1 2.000 11.2024 3.289E+02 6.085E+12 5.406E-11 6.190E-12
168 2.000 1 2.000 10.9240 2.786E+02 1.077E+12 2.585E-10 4.984E-12
94 6.000 1 2.000 11.0858 8.983E+01 5.220E+10 1.721E-09 4.965E-12
84 2.000 1 2.000 11.0900 2.135E+02 3.789E+12 5.635E-11 3.937E-12
121 2.000 1 2.000 11.0239 1.562E+02 2.549E+12 6.129E-11 2.845E-12
93 4.000 1 2.000 11.0858 6.436E+01 5.224E+10 1.232E-09 2.371E-12
18 2.000 1 2.000 11.8808 2.672E+01 3.720E+11 7.182E-11 5.655E-13
36 2.000 1 2.000 11.4014 1.608E+01 1.562E+11 1.030E-10 3.134E-13
62 2.000 1 2.000 11.1945 9.525E+00 8.311E+10 1.146E-10 1.790E-13
92 2.000 1 2.000 11.0858 5.965E+00 5.225E+10 1.142E-10 1.099E-13
127 2.000 1 2.000 11.0215 3.963E+00 4.217E+10 9.398E-11 7.220E-14
42 4.000 1 2.000 11.3920 2.290E-04 6.048E+10 3.787E-15 8.910E-18
68 4.000 1 2.000 11.1902 2.022E-04 3.194E+10 6.331E-15 7.595E-18
43 6.000 1 2.000 11.3920 1.034E-04 6.047E+10 1.710E-15 6.035E-18
53 6.000 1 2.000 11.2826 9.952E-05 6.707E+10 1.484E-15 5.700E-18
100 4.000 1 2.000 11.0834 1.490E-04 1.890E+10 7.883E-15 5.490E-18
69 6.000 1 2.000 11.1902 9.103E-05 3.194E+10 2.850E-15 5.125E-18
96 6.000 1 2.000 11.0848 7.090E-05 3.832E+10 1.850E-15 3.918E-18
133 4.000 1 2.000 11.0200 1.073E-04 1.219E+10 8.802E-15 3.906E-18
101 6.000 1 2.000 11.0834 6.723E-05 1.890E+10 3.557E-15 3.714E-18
162 6.000 1 2.000 10.9800 6.605E-05 2.317E+10 2.851E-15 3.581E-18
134 6.000 1 2.000 11.0200 4.823E-05 1.219E+10 3.958E-15 2.634E-18
173 6.000 1 2.000 10.9179 4.757E-05 1.555E+10 3.059E-15 2.551E-18
119 6.000 1 2.000 11.0829 3.748E-05 1.864E+10 2.011E-15 2.071E-18
47 6.000 1 2.000 11.3908 2.880E-05 5.924E+10 4.861E-16 1.681E-18
73 6.000 1 2.000 11.1894 2.688E-05 3.173E+10 8.474E-16 1.514E-18
138 6.000 1 2.000 11.0197 1.475E-05 1.349E+10 1.093E-15 8.055E-19
