j g(j) i g(i) wl A A^a A/A^a f
13 2.000 1 2.000 9.49828 1.528E+13 5.078E+13 3.008E-01 2.066E-01
11 4.000 1 2.000 9.51444 6.920E+12 2.078E+14 3.330E-02 1.879E-01
14 4.000 1 2.000 9.49542 2.853E+12 5.141E+13 5.549E-02 7.710E-02
33 4.000 1 2.000 8.42544 2.668E+12 2.592E+13 1.029E-01 5.675E-02
15 2.000 1 2.000 9.45259 1.906E+12 1.327E+14 1.437E-02 2.553E-02
79 4.000 1 2.000 8.15545 8.950E+11 1.557E+13 5.747E-02 1.785E-02
26 2.000 1 2.000 8.44593 1.442E+12 7.390E+12 1.951E-01 1.542E-02
48 2.000 1 2.000 8.38509 1.208E+12 9.438E+12 1.280E-01 1.273E-02
35 2.000 1 2.000 8.41289 1.122E+12 9.697E+12 1.158E-01 1.191E-02
74 2.000 1 2.000 8.16202 7.980E+11 2.698E+12 2.957E-01 7.970E-03
49 4.000 1 2.000 8.38422 3.218E+11 9.387E+12 3.428E-02 6.780E-03
25 4.000 1 2.000 8.44615 2.838E+11 9.002E+12 3.152E-02 6.070E-03
148 4.000 1 2.000 8.04313 3.053E+11 2.564E+12 1.191E-01 5.920E-03
243 4.000 1 2.000 7.98261 3.090E+11 2.799E+12 1.104E-01 5.905E-03
151 4.000 1 2.000 8.04099 2.980E+11 7.079E+12 4.209E-02 5.780E-03
75 4.000 1 2.000 8.16083 2.675E+11 3.363E+12 7.953E-02 5.345E-03
332 4.000 1 2.000 7.94741 2.301E+11 1.832E+12 1.256E-01 4.358E-03
145 2.000 1 2.000 8.04425 3.772E+11 1.636E+12 2.305E-01 3.659E-03
121 2.000 1 2.000 8.11394 3.646E+11 4.260E+12 8.558E-02 3.599E-03
81 2.000 1 2.000 8.14904 3.602E+11 8.032E+12 4.485E-02 3.586E-03
119 4.000 1 2.000 8.11552 1.641E+11 1.117E+13 1.469E-02 3.241E-03
27 4.000 1 2.000 8.44395 1.401E+11 1.066E+13 1.314E-02 2.996E-03
43 4.000 1 2.000 8.39107 1.203E+11 3.873E+13 3.107E-03 2.541E-03
242 2.000 1 2.000 7.98310 2.424E+11 1.287E+12 1.883E-01 2.316E-03
122 4.000 1 2.000 8.11362 1.073E+11 4.236E+12 2.533E-02 2.118E-03
209 4.000 1 2.000 7.99936 1.074E+11 4.746E+12 2.262E-02 2.060E-03
155 2.000 1 2.000 8.03720 1.421E+11 5.024E+12 2.828E-02 1.376E-03
211 2.000 1 2.000 7.99880 1.394E+11 2.196E+12 6.348E-02 1.337E-03
432 2.000 1 2.000 7.93864 1.412E+11 1.162E+12 1.215E-01 1.334E-03
147 2.000 1 2.000 8.04369 1.344E+11 2.454E+12 5.475E-02 1.303E-03
73 4.000 1 2.000 8.16279 6.368E+10 4.398E+12 1.448E-02 1.272E-03
241 2.000 1 2.000 7.98350 1.252E+11 1.181E+12 1.060E-01 1.197E-03
331 2.000 1 2.000 7.94772 1.072E+11 9.705E+11 1.104E-01 1.015E-03
247 4.000 1 2.000 7.98106 5.225E+10 3.056E+12 1.710E-02 9.980E-04
330 2.000 1 2.000 7.94809 9.700E+10 7.330E+11 1.323E-01 9.185E-04
212 4.000 1 2.000 7.99864 4.440E+10 2.243E+12 1.979E-02 8.520E-04
144 4.000 1 2.000 8.04503 4.028E+10 2.276E+12 1.770E-02 7.820E-04
123 2.000 1 2.000 8.11194 7.855E+10 8.141E+12 9.649E-03 7.750E-04
433 4.000 1 2.000 7.93854 4.078E+10 1.193E+12 3.417E-02 7.705E-04
463 2.000 1 2.000 7.90366 7.720E+10 7.927E+11 9.738E-02 7.230E-04
430 4.000 1 2.000 7.93912 3.733E+10 3.332E+12 1.120E-02 7.050E-04
461 4.000 1 2.000 7.90392 3.568E+10 1.876E+12 1.901E-02 6.685E-04
338 4.000 1 2.000 7.94587 3.488E+10 1.437E+12 2.427E-02 6.605E-04
354 2.000 1 2.000 7.94418 6.845E+10 1.848E+12 3.704E-02 6.475E-04
256 2.000 1 2.000 7.97861 5.795E+10 3.636E+12 1.594E-02 5.530E-04
213 2.000 1 2.000 7.99776 5.755E+10 3.520E+12 1.635E-02 5.520E-04
240 4.000 1 2.000 7.98413 2.835E+10 1.306E+12 2.171E-02 5.420E-04
464 4.000 1 2.000 7.90361 2.220E+10 8.104E+11 2.739E-02 4.158E-04
327 4.000 1 2.000 7.94848 2.161E+10 8.194E+11 2.637E-02 4.093E-04
54 2.000 1 2.000 8.37889 3.438E+10 2.743E+13 1.253E-03 3.618E-04
76 2.000 1 2.000 8.16027 3.008E+10 5.359E+12 5.612E-03 3.003E-04
325 4.000 1 2.000 7.94922 1.518E+10 9.843E+11 1.542E-02 2.876E-04
21 2.000 1 2.000 8.45369 2.378E+10 1.222E+13 1.946E-03 2.547E-04
324 2.000 1 2.000 7.94954 2.498E+10 8.140E+11 3.068E-02 2.367E-04
236 2.000 1 2.000 7.98544 2.434E+10 1.307E+12 1.861E-02 2.326E-04
141 2.000 1 2.000 8.04693 2.352E+10 2.323E+12 1.012E-02 2.283E-04
69 2.000 1 2.000 8.16624 2.195E+10 4.745E+12 4.626E-03 2.194E-04
465 2.000 1 2.000 7.90327 1.729E+10 1.528E+12 1.132E-02 1.619E-04
434 2.000 1 2.000 7.93800 1.488E+10 3.097E+12 4.804E-03 1.406E-04
237 4.000 1 2.000 7.98505 5.753E+09 1.417E+12 4.059E-03 1.100E-04
22 4.000 1 2.000 8.45294 3.718E+09 1.222E+13 3.041E-04 7.965E-05
149 4.000 1 2.000 8.04234 2.565E+09 2.490E+12 1.030E-03 4.974E-05
8 2.000 1 2.000 9.58833 3.246E+09 1.116E+14 2.909E-05 4.473E-05
28 2.000 1 2.000 8.43537 3.585E+09 1.335E+13 2.685E-04 3.824E-05
77 4.000 1 2.000 8.15917 1.799E+09 5.237E+12 3.436E-04 3.592E-05
116 4.000 1 2.000 8.13184 9.750E+08 6.396E+10 1.524E-02 1.934E-05
232 4.000 1 2.000 7.98612 8.803E+08 3.588E+10 2.453E-02 1.683E-05
427 4.000 1 2.000 7.94154 8.858E+08 1.773E+10 4.995E-02 1.676E-05
142 4.000 1 2.000 8.04643 8.629E+08 2.398E+12 3.599E-04 1.675E-05
245 4.000 1 2.000 7.98167 8.300E+08 1.412E+12 5.877E-04 1.586E-05
53 6.000 1 2.000 8.38094 4.045E+08 1.324E+12 3.055E-04 1.278E-05
204 4.000 1 2.000 8.02911 6.050E+08 3.652E+10 1.657E-02 1.170E-05
318 4.000 1 2.000 7.97427 4.115E+08 2.331E+10 1.765E-02 7.845E-06
70 4.000 1 2.000 8.16565 2.814E+08 4.792E+12 5.872E-05 5.623E-06
356 4.000 1 2.000 7.94399 2.835E+08 1.423E+10 1.993E-02 5.365E-06
134 4.000 1 2.000 8.08778 2.608E+08 6.381E+10 4.086E-03 5.115E-06
95 6.000 1 2.000 8.13930 1.673E+08 9.202E+11 1.818E-04 4.985E-06
114 4.000 1 2.000 8.13240 2.420E+08 6.233E+10 3.883E-03 4.800E-06
56 4.000 1 2.000 8.37410 2.220E+08 1.339E+12 1.657E-04 4.668E-06
40 4.000 1 2.000 8.39627 2.101E+08 1.018E+12 2.062E-04 4.441E-06
41 6.000 1 2.000 8.39594 1.132E+08 1.027E+12 1.102E-04 3.590E-06
396 4.000 1 2.000 7.94169 1.762E+08 1.428E+10 1.233E-02 3.332E-06
85 4.000 1 2.000 8.14558 1.371E+08 5.289E+11 2.592E-04 2.728E-06
194 4.000 1 2.000 8.02948 1.335E+08 3.402E+10 3.923E-03 2.581E-06
86 6.000 1 2.000 8.14536 8.152E+07 5.371E+11 1.518E-04 2.433E-06
267 4.000 1 2.000 7.97696 1.197E+08 2.036E+10 5.879E-03 2.284E-06
482 4.000 1 2.000 7.89942 1.129E+08 1.580E+10 7.146E-03 2.113E-06
173 4.000 1 2.000 8.03229 9.550E+07 3.369E+10 2.835E-03 1.848E-06
96 4.000 1 2.000 8.13777 8.998E+07 8.470E+11 1.062E-04 1.787E-06
58 4.000 1 2.000 8.34166 8.183E+07 1.143E+12 7.160E-05 1.707E-06
297 4.000 1 2.000 7.97451 8.570E+07 2.073E+10 4.135E-03 1.635E-06
167 6.000 1 2.000 8.03319 5.555E+07 5.620E+11 9.884E-05 1.613E-06
158 4.000 1 2.000 8.03659 8.173E+07 2.894E+11 2.824E-04 1.583E-06
336 4.000 1 2.000 7.94608 7.973E+07 9.032E+11 8.828E-05 1.510E-06
127 6.000 1 2.000 8.09739 4.760E+07 3.048E+12 1.562E-05 1.403E-06
449 4.000 1 2.000 7.93183 7.208E+07 2.232E+10 3.229E-03 1.360E-06
157 6.000 1 2.000 8.03670 4.352E+07 2.848E+11 1.528E-04 1.264E-06
257 6.000 1 2.000 7.97843 4.377E+07 2.549E+11 1.717E-04 1.253E-06
217 6.000 1 2.000 7.99100 4.267E+07 1.076E+12 3.964E-05 1.225E-06
102 4.000 1 2.000 8.13629 5.918E+07 6.276E+10 9.429E-04 1.175E-06
345 6.000 1 2.000 7.94490 4.102E+07 1.780E+11 2.304E-04 1.165E-06
162 6.000 1 2.000 8.03535 3.895E+07 2.794E+11 1.394E-04 1.131E-06
9 4.000 1 2.000 9.58699 3.828E+07 1.108E+14 3.456E-07 1.055E-06
59 6.000 1 2.000 8.34146 3.290E+07 1.171E+12 2.809E-05 1.030E-06
61 6.000 1 2.000 8.33766 2.880E+07 6.220E+12 4.630E-06 9.005E-07
63 4.000 1 2.000 8.33129 4.143E+07 1.141E+12 3.630E-05 8.625E-07
253 4.000 1 2.000 7.97929 4.400E+07 1.788E+11 2.460E-04 8.400E-07
124 4.000 1 2.000 8.09797 4.035E+07 5.108E+11 7.899E-05 7.935E-07
174 4.000 1 2.000 8.03223 3.498E+07 3.432E+11 1.019E-04 6.765E-07
129 4.000 1 2.000 8.09460 3.330E+07 5.703E+11 5.839E-05 6.545E-07
31 4.000 1 2.000 8.43453 2.791E+07 1.325E+13 2.106E-06 5.959E-07
251 6.000 1 2.000 7.97953 2.015E+07 1.606E+11 1.255E-04 5.770E-07
219 4.000 1 2.000 7.98960 2.371E+07 2.865E+11 8.275E-05 4.538E-07
341 4.000 1 2.000 7.94543 2.391E+07 1.279E+11 1.870E-04 4.527E-07
254 4.000 1 2.000 7.97888 2.300E+07 1.550E+11 1.484E-04 4.390E-07
342 4.000 1 2.000 7.94519 2.226E+07 1.310E+11 1.700E-04 4.213E-07
215 4.000 1 2.000 7.99109 2.013E+07 2.654E+11 7.581E-05 3.854E-07
339 6.000 1 2.000 7.94564 1.258E+07 9.517E+10 1.322E-04 3.571E-07
273 6.000 1 2.000 7.97670 1.167E+07 3.312E+11 3.524E-05 3.340E-07
125 6.000 1 2.000 8.09790 1.092E+07 5.691E+11 1.919E-05 3.221E-07
469 6.000 1 2.000 7.90106 1.119E+07 6.341E+11 1.765E-05 3.142E-07
438 6.000 1 2.000 7.93436 1.071E+07 1.057E+12 1.013E-05 3.032E-07
90 6.000 1 2.000 8.14310 1.001E+07 4.286E+11 2.336E-05 2.986E-07
159 4.000 1 2.000 8.03574 1.520E+07 2.400E+11 6.335E-05 2.944E-07
435 4.000 1 2.000 7.93460 1.511E+07 1.744E+11 8.661E-05 2.852E-07
36 4.000 1 2.000 8.39938 1.194E+07 3.472E+11 3.439E-05 2.526E-07
82 4.000 1 2.000 8.14770 1.257E+07 2.182E+11 5.758E-05 2.501E-07
153 4.000 1 2.000 8.03824 1.160E+07 1.392E+11 8.330E-05 2.247E-07
335 6.000 1 2.000 7.94632 7.705E+06 9.731E+10 7.918E-05 2.189E-07
288 4.000 1 2.000 7.97614 1.116E+07 2.122E+11 5.260E-05 2.130E-07
248 4.000 1 2.000 7.98066 1.006E+07 9.269E+10 1.085E-04 1.921E-07
12 6.000 1 2.000 9.51415 4.688E+06 2.066E+14 2.269E-08 1.908E-07
440 4.000 1 2.000 7.93368 1.003E+07 2.044E+11 4.907E-05 1.894E-07
333 4.000 1 2.000 7.94662 9.235E+06 7.084E+10 1.304E-04 1.749E-07
466 4.000 1 2.000 7.90115 9.228E+06 1.316E+11 7.011E-05 1.727E-07
164 6.000 1 2.000 8.03376 5.665E+06 2.411E+11 2.350E-05 1.644E-07
471 4.000 1 2.000 7.90059 8.350E+06 1.501E+11 5.562E-05 1.563E-07
436 6.000 1 2.000 7.93458 5.188E+06 1.841E+11 2.818E-05 1.469E-07
387 4.000 1 2.000 7.94269 7.030E+06 3.598E+11 1.954E-05 1.330E-07
88 4.000 1 2.000 8.14328 6.240E+06 4.459E+11 1.399E-05 1.241E-07
383 6.000 1 2.000 7.94330 4.205E+06 1.522E+11 2.763E-05 1.193E-07
10 6.000 1 2.000 9.58474 2.553E+06 1.098E+14 2.326E-08 1.055E-07
268 6.000 1 2.000 7.97695 3.650E+06 1.831E+11 1.994E-05 1.044E-07
92 6.000 1 2.000 8.14109 3.242E+06 3.990E+11 8.125E-06 9.665E-08
37 6.000 1 2.000 8.39867 2.610E+06 3.255E+11 8.018E-06 8.280E-08
118 4.000 1 2.000 8.13078 3.667E+06 5.287E+12 6.936E-07 7.269E-08
249 6.000 1 2.000 7.98023 2.448E+06 1.100E+11 2.225E-05 7.015E-08
467 6.000 1 2.000 7.90114 2.365E+06 1.451E+11 1.630E-05 6.645E-08
50 6.000 1 2.000 8.38416 1.695E+06 7.611E+11 2.227E-06 5.355E-08
30 4.000 1 2.000 8.43496 2.477E+06 1.458E+13 1.699E-07 5.285E-08
216 6.000 1 2.000 7.99107 1.383E+06 7.347E+11 1.883E-06 3.973E-08
384 6.000 1 2.000 7.94313 1.371E+06 1.204E+11 1.139E-05 3.890E-08
23 6.000 1 2.000 8.45170 8.578E+05 1.223E+13 7.012E-08 2.756E-08
42 6.000 1 2.000 8.39113 8.415E+05 3.728E+13 2.257E-08 2.665E-08
45 4.000 1 2.000 8.38808 9.680E+05 9.995E+11 9.685E-07 2.043E-08
83 6.000 1 2.000 8.14707 6.243E+05 2.120E+11 2.945E-06 1.864E-08
46 6.000 1 2.000 8.38780 4.102E+05 9.844E+11 4.167E-07 1.298E-08
71 6.000 1 2.000 8.16465 4.235E+05 4.860E+12 8.714E-08 1.270E-08
32 6.000 1 2.000 8.43351 3.810E+05 1.357E+13 2.809E-08 1.218E-08
93 4.000 1 2.000 8.14072 6.035E+05 3.724E+11 1.621E-06 1.199E-08
51 4.000 1 2.000 8.38349 5.413E+05 7.589E+11 7.132E-07 1.141E-08
120 6.000 1 2.000 8.11546 3.052E+05 1.051E+13 2.904E-08 9.040E-09
238 4.000 1 2.000 7.98498 4.248E+05 2.683E+12 1.583E-07 8.121E-09
143 6.000 1 2.000 8.04555 2.617E+05 2.475E+12 1.057E-07 7.620E-09
165 4.000 1 2.000 8.03352 3.683E+05 2.099E+11 1.754E-06 7.130E-09
154 6.000 1 2.000 8.03769 2.265E+05 1.386E+11 1.634E-06 6.585E-09
239 6.000 1 2.000 7.98422 1.778E+05 1.488E+12 1.195E-07 5.095E-09
210 6.000 1 2.000 7.99932 1.491E+05 4.617E+12 3.230E-08 4.291E-09
78 6.000 1 2.000 8.15863 1.370E+05 5.646E+12 2.427E-08 4.102E-09
221 4.000 1 2.000 7.98844 1.920E+05 1.749E+12 1.098E-07 3.674E-09
34 6.000 1 2.000 8.42301 1.100E+05 2.731E+13 4.026E-09 3.509E-09
328 6.000 1 2.000 7.94839 1.219E+05 9.535E+11 1.279E-07 3.463E-09
271 4.000 1 2.000 7.97678 1.601E+05 1.305E+11 1.226E-06 3.054E-09
80 6.000 1 2.000 8.15359 9.837E+04 1.635E+13 6.018E-09 2.941E-09
431 6.000 1 2.000 7.93910 1.036E+05 3.039E+12 3.410E-08 2.938E-09
406 2.000 1 2.000 7.94160 2.582E+05 1.399E+10 1.845E-05 2.441E-09
381 4.000 1 2.000 7.94339 1.116E+05 1.278E+12 8.736E-08 2.112E-09
462 6.000 1 2.000 7.90390 6.278E+04 1.709E+12 3.674E-08 1.764E-09
385 4.000 1 2.000 7.94309 8.281E+04 1.047E+11 7.913E-07 1.567E-09
150 6.000 1 2.000 8.04211 4.923E+04 2.576E+12 1.911E-08 1.432E-09
152 6.000 1 2.000 8.03944 4.878E+04 8.954E+12 5.448E-09 1.418E-09
115 2.000 1 2.000 8.13207 1.314E+05 6.165E+10 2.132E-06 1.303E-09
201 2.000 1 2.000 8.02927 1.290E+05 3.365E+10 3.833E-06 1.247E-09
307 2.000 1 2.000 7.97437 1.242E+05 2.052E+10 6.055E-06 1.184E-09
275 6.000 1 2.000 7.97661 3.288E+04 1.074E+10 3.061E-06 9.410E-10
250 6.000 1 2.000 7.97995 2.807E+04 5.078E+12 5.527E-09 8.040E-10
140 4.000 1 2.000 8.04841 3.681E+04 4.847E+12 7.594E-09 7.145E-10
246 6.000 1 2.000 7.98158 1.900E+04 1.416E+12 1.341E-08 5.445E-10
20 4.000 1 2.000 8.47219 2.245E+04 2.600E+13 8.635E-10 4.831E-10
