j g(j) i g(i) wl A A+A^a A/(A+A^a) f
27 3.000 1 1.000 12.4315 3.223E+13 3.224E+13 9.994E-01 2.240E+00
23 3.000 1 1.000 12.6598 1.059E+13 1.060E+13 9.984E-01 7.633E-01
59 3.000 1 1.000 10.1122 8.623E+12 9.454E+12 9.121E-01 3.966E-01
63 3.000 1 1.000 9.97914 8.750E+12 9.579E+12 9.135E-01 3.919E-01
33 3.000 1 1.000 11.5111 5.060E+12 5.239E+12 9.658E-01 3.015E-01
82 3.000 1 1.000 9.25649 4.727E+12 5.334E+12 8.861E-01 1.822E-01
94 3.000 1 1.000 9.14220 4.703E+12 5.346E+12 8.797E-01 1.768E-01
115 3.000 1 1.000 8.85230 3.306E+12 3.737E+12 8.848E-01 1.165E-01
3 3.000 1 1.000 14.0558 1.250E+12 1.250E+12 1.000E+00 1.111E-01
5 3.000 1 1.000 13.7931 1.004E+12 1.004E+12 1.000E+00 8.589E-02
141 3.000 1 1.000 8.62547 2.223E+12 2.526E+12 8.800E-01 7.440E-02
125 3.000 1 1.000 8.74493 1.876E+12 2.308E+12 8.127E-01 6.453E-02
89 3.000 1 1.000 9.15380 1.637E+12 2.340E+12 6.997E-01 6.169E-02
167 3.000 1 1.000 8.48464 1.635E+12 1.856E+12 8.806E-01 5.293E-02
31 3.000 1 1.000 11.5710 7.863E+11 9.611E+11 8.182E-01 4.735E-02
195 3.000 1 1.000 8.38390 1.456E+12 1.694E+12 8.596E-01 4.605E-02
199 3.000 1 1.000 8.37433 1.287E+12 1.842E+12 6.988E-01 4.061E-02
151 3.000 1 1.000 8.52241 1.068E+12 1.369E+12 7.804E-01 3.491E-02
80 3.000 1 1.000 9.26693 8.520E+11 1.317E+12 6.469E-01 3.292E-02
375 3.000 1 1.000 8.01845 8.660E+11 1.313E+12 6.597E-01 2.504E-02
218 3.000 1 1.000 8.32536 7.510E+11 8.809E+11 8.525E-01 2.341E-02
191 3.000 1 1.000 8.39134 7.367E+11 9.044E+11 8.145E-01 2.333E-02
39 3.000 1 1.000 10.4373 4.317E+11 9.799E+11 4.405E-01 2.114E-02
245 3.000 1 1.000 8.27740 6.563E+11 7.636E+11 8.595E-01 2.022E-02
95 3.000 1 1.000 9.13806 4.730E+11 1.086E+12 4.357E-01 1.777E-02
229 3.000 1 1.000 8.29215 5.133E+11 6.727E+11 7.631E-01 1.588E-02
385 3.000 1 1.000 7.82105 5.730E+11 9.385E+11 6.106E-01 1.576E-02
