j g(j) i g(i) wl A A+A^a A/(A+A^a) f
20 4.000 1 2.000 11.7700 1.543E+13 1.841E+13 8.381E-01 6.420E-01
32 4.000 1 2.000 11.4270 4.858E+12 4.939E+12 9.834E-01 1.905E-01
129 4.000 1 2.000 8.98244 5.213E+12 7.896E+12 6.601E-01 1.262E-01
29 2.000 1 2.000 11.4900 6.075E+12 6.668E+12 9.110E-01 1.203E-01
28 4.000 1 2.000 11.4900 2.274E+12 3.137E+12 7.250E-01 9.025E-02
141 4.000 1 2.000 8.72039 2.838E+12 3.710E+12 7.648E-01 6.470E-02
226 4.000 1 2.000 8.09759 2.441E+12 4.239E+12 5.758E-01 4.800E-02
34 4.000 1 2.000 11.3801 9.793E+11 3.873E+12 2.529E-01 3.803E-02
140 2.000 1 2.000 8.72821 3.257E+12 4.116E+12 7.914E-01 3.720E-02
136 4.000 1 2.000 8.74385 1.404E+12 2.591E+12 5.416E-01 3.218E-02
37 4.000 1 2.000 11.3557 7.820E+11 3.447E+12 2.269E-01 3.024E-02
44 2.000 1 2.000 11.2576 1.557E+12 9.182E+12 1.696E-01 2.959E-02
25 2.000 1 2.000 11.5918 1.400E+12 1.595E+12 8.776E-01 2.820E-02
252 4.000 1 2.000 7.86944 1.404E+12 2.142E+12 6.556E-01 2.608E-02
279 4.000 1 2.000 7.68754 1.425E+12 2.507E+12 5.683E-01 2.525E-02
26 4.000 1 2.000 11.5546 6.303E+11 1.265E+12 4.983E-01 2.523E-02
16 2.000 1 2.000 12.3331 8.015E+11 2.511E+12 3.191E-01 1.828E-02
61 4.000 1 2.000 10.9859 4.898E+11 2.619E+12 1.870E-01 1.773E-02
251 2.000 1 2.000 7.87173 1.810E+12 2.512E+12 7.206E-01 1.682E-02
57 2.000 1 2.000 11.0287 9.010E+11 3.556E+12 2.533E-01 1.643E-02
111 4.000 1 2.000 10.3460 4.760E+11 1.478E+13 3.222E-02 1.528E-02
339 4.000 1 2.000 7.46017 8.633E+11 1.569E+12 5.502E-01 1.441E-02
66 2.000 1 2.000 10.8066 5.690E+11 3.504E+12 1.624E-01 9.965E-03
246 4.000 1 2.000 7.87917 5.083E+11 1.373E+12 3.702E-01 9.460E-03
389 4.000 1 2.000 7.31995 5.728E+11 1.073E+12 5.338E-01 9.205E-03
134 2.000 1 2.000 8.76908 7.495E+11 1.645E+12 4.556E-01 8.640E-03
72 4.000 1 2.000 10.7591 2.482E+11 3.249E+12 7.641E-02 8.615E-03
63 2.000 1 2.000 10.9285 4.661E+11 1.150E+12 4.051E-01 8.345E-03
319 4.000 1 2.000 7.47597 4.930E+11 1.711E+12 2.881E-01 8.260E-03
318 2.000 1 2.000 7.47694 9.825E+11 1.603E+12 6.130E-01 8.235E-03
171 4.000 1 2.000 8.44428 3.683E+11 2.200E+12 1.674E-01 7.875E-03
245 4.000 1 2.000 7.89197 4.093E+11 1.076E+12 3.802E-01 7.640E-03
416 4.000 1 2.000 7.25857 4.500E+11 8.155E+11 5.518E-01 7.110E-03
304 4.000 1 2.000 7.49597 3.665E+11 9.055E+11 4.048E-01 6.175E-03
430 4.000 1 2.000 7.22691 3.903E+11 7.498E+11 5.205E-01 6.110E-03
322 4.000 1 2.000 7.47410 3.590E+11 1.969E+12 1.823E-01 6.015E-03
415 2.000 1 2.000 7.25912 6.515E+11 1.015E+12 6.416E-01 5.150E-03
31 2.000 1 2.000 11.4573 2.598E+11 4.640E+11 5.599E-01 5.115E-03
172 2.000 1 2.000 8.43913 4.735E+11 1.614E+12 2.933E-01 5.055E-03
243 2.000 1 2.000 7.89843 4.782E+11 1.179E+12 4.057E-01 4.472E-03
455 4.000 1 2.000 7.16188 2.850E+11 5.622E+11 5.070E-01 4.382E-03
168 4.000 1 2.000 8.45500 2.029E+11 1.845E+12 1.100E-01 4.350E-03
396 4.000 1 2.000 7.27638 2.725E+11 6.375E+11 4.274E-01 4.325E-03
135 4.000 1 2.000 8.75340 1.733E+11 1.007E+12 1.721E-01 3.983E-03
169 2.000 1 2.000 8.45412 3.607E+11 2.417E+12 1.492E-01 3.866E-03
126 2.000 1 2.000 9.10447 3.046E+11 1.594E+12 1.911E-01 3.785E-03
565 4.000 1 2.000 7.03546 2.318E+11 4.591E+11 5.049E-01 3.440E-03
495 4.000 1 2.000 7.11455 2.242E+11 4.486E+11 4.999E-01 3.404E-03
476 4.000 1 2.000 7.12484 2.201E+11 6.595E+11 3.337E-01 3.350E-03
286 4.000 1 2.000 7.64092 1.866E+11 1.361E+12 1.371E-01 3.266E-03
213 4.000 1 2.000 8.16979 1.619E+11 7.806E+12 2.074E-02 3.241E-03
310 4.000 1 2.000 7.48598 1.799E+11 1.095E+12 1.643E-01 3.023E-03
408 4.000 1 2.000 7.26150 1.767E+11 6.248E+11 2.828E-01 2.794E-03
477 2.000 1 2.000 7.12479 3.526E+11 7.927E+11 4.448E-01 2.684E-03
520 4.000 1 2.000 7.07900 1.770E+11 3.842E+11 4.607E-01 2.660E-03
85 4.000 1 2.000 10.5935 7.790E+10 1.264E+12 6.163E-02 2.622E-03
610 4.000 1 2.000 6.97336 1.756E+11 3.594E+11 4.886E-01 2.561E-03
