j g(j) i g(i) wl A A+A^a A/(A+A^a) f
70 7.000 1 5.000 11.3149 2.696E+13 2.756E+13 9.780E-01 7.244E-01
72 5.000 1 5.000 11.3050 1.803E+13 2.116E+13 8.524E-01 3.456E-01
51 7.000 1 5.000 11.5431 9.103E+12 9.161E+12 9.937E-01 2.546E-01
74 3.000 1 5.000 11.2727 1.866E+13 2.675E+13 6.973E-01 2.132E-01
76 7.000 1 5.000 11.2406 6.091E+12 1.542E+13 3.951E-01 1.615E-01
248 7.000 1 5.000 9.01747 8.251E+12 9.614E+12 8.582E-01 1.408E-01
58 7.000 1 5.000 11.4271 4.791E+12 5.311E+12 9.022E-01 1.313E-01
63 5.000 1 5.000 11.3556 6.652E+12 1.917E+13 3.470E-01 1.286E-01
105 5.000 1 5.000 10.8422 4.762E+12 4.915E+12 9.688E-01 8.392E-02
280 5.000 1 5.000 8.86446 7.092E+12 8.791E+12 8.067E-01 8.354E-02
278 7.000 1 5.000 8.87033 4.971E+12 6.379E+12 7.793E-01 8.210E-02
96 7.000 1 5.000 10.9296 3.153E+12 3.227E+12 9.769E-01 7.906E-02
380 7.000 1 5.000 8.19644 5.076E+12 6.105E+12 8.315E-01 7.156E-02
47 5.000 1 5.000 11.5987 2.988E+12 4.181E+12 7.147E-01 6.026E-02
269 7.000 1 5.000 8.91268 3.351E+12 4.803E+12 6.977E-01 5.588E-02
101 3.000 1 5.000 10.8604 4.540E+12 4.797E+12 9.465E-01 4.816E-02
56 5.000 1 5.000 11.4433 2.408E+12 2.816E+12 8.550E-01 4.726E-02
106 7.000 1 5.000 10.8365 1.859E+12 1.924E+12 9.660E-01 4.582E-02
282 3.000 1 5.000 8.85491 6.160E+12 1.070E+13 5.758E-01 4.344E-02
15 7.000 1 5.000 12.2143 1.349E+12 1.517E+12 8.892E-01 4.224E-02
508 7.000 1 5.000 7.81127 3.293E+12 4.059E+12 8.113E-01 4.216E-02
79 5.000 1 5.000 11.1946 2.196E+12 2.373E+13 9.253E-02 4.126E-02
12 3.000 1 5.000 12.4748 2.815E+12 3.940E+12 7.144E-01 3.940E-02
159 7.000 1 5.000 10.2967 1.659E+12 2.911E+12 5.698E-01 3.692E-02
66 3.000 1 5.000 11.3480 3.131E+12 9.174E+12 3.413E-01 3.626E-02
71 3.000 1 5.000 11.3061 3.123E+12 1.694E+13 1.843E-01 3.592E-02
310 7.000 1 5.000 8.47941 2.357E+12 3.176E+12 7.423E-01 3.556E-02
426 7.000 1 5.000 8.10032 2.101E+12 3.321E+12 6.327E-01 2.894E-02
444 5.000 1 5.000 8.06276 2.820E+12 3.887E+12 7.255E-01 2.748E-02
13 5.000 1 5.000 12.2910 1.211E+12 1.613E+12 7.508E-01 2.744E-02
244 5.000 1 5.000 9.03032 2.212E+12 5.448E+12 4.060E-01 2.704E-02
314 5.000 1 5.000 8.46042 2.408E+12 3.226E+12 7.463E-01 2.584E-02
73 5.000 1 5.000 11.2884 1.266E+12 8.446E+12 1.499E-01 2.418E-02
59 3.000 1 5.000 11.4242 1.852E+12 7.585E+12 2.441E-01 2.174E-02
442 7.000 1 5.000 8.06533 1.573E+12 2.554E+12 6.159E-01 2.146E-02
418 5.000 1 5.000 8.10331 1.793E+12 3.223E+12 5.562E-01 1.765E-02
127 7.000 1 5.000 10.5373 7.313E+11 5.451E+12 1.342E-01 1.704E-02
88 7.000 1 5.000 11.0777 6.493E+11 9.387E+11 6.917E-01 1.672E-02
537 7.000 1 5.000 7.70559 1.282E+12 1.930E+12 6.642E-01 1.597E-02
100 5.000 1 5.000 10.8773 8.948E+11 1.383E+12 6.468E-01 1.587E-02
526 7.000 1 5.000 7.72065 1.246E+12 2.242E+12 5.559E-01 1.559E-02
281 3.000 1 5.000 8.86379 2.186E+12 6.978E+12 3.133E-01 1.545E-02
312 3.000 1 5.000 8.47004 2.358E+12 3.167E+12 7.446E-01 1.522E-02
547 5.000 1 5.000 7.68722 1.684E+12 2.433E+12 6.919E-01 1.492E-02
60 7.000 1 5.000 11.4202 5.436E+11 6.544E+11 8.307E-01 1.488E-02
135 5.000 1 5.000 10.4891 8.926E+11 4.144E+12 2.154E-01 1.472E-02
378 5.000 1 5.000 8.20119 1.369E+12 3.689E+12 3.712E-01 1.381E-02
447 3.000 1 5.000 8.05833 2.343E+12 4.784E+12 4.898E-01 1.369E-02
236 7.000 1 5.000 9.06797 7.407E+11 1.480E+12 5.003E-01 1.278E-02
261 5.000 1 5.000 8.91901 1.014E+12 3.741E+12 2.709E-01 1.209E-02
540 5.000 1 5.000 7.69789 1.359E+12 1.989E+12 6.832E-01 1.207E-02
544 7.000 1 5.000 7.68848 9.039E+11 1.582E+12 5.714E-01 1.122E-02
104 3.000 1 5.000 10.8487 1.044E+12 1.477E+12 7.068E-01 1.105E-02
263 5.000 1 5.000 8.91785 9.210E+11 2.115E+12 4.355E-01 1.098E-02
433 7.000 1 5.000 8.09006 7.741E+11 2.352E+12 3.291E-01 1.064E-02
39 5.000 1 5.000 11.6629 5.110E+11 5.797E+11 8.815E-01 1.042E-02
270 5.000 1 5.000 8.90000 8.466E+11 8.409E+12 1.007E-01 1.005E-02
122 3.000 1 5.000 10.5903 9.800E+11 4.781E+12 2.050E-01 9.888E-03
