j g(j) i g(i) wl A A+A^a A/(A+A^a) f
90 0 0 0 16.1761 5.21068E+12 3.07607E+14 0 2.86174E-01
89 0 0 0 16.1788 8.62609E+12 2.97823E+14 0 2.03104E-01
74 0 0 0 16.2578 3.36108E+12 3.07406E+14 0 1.86462E-01
85 0 0 0 16.1897 4.67103E+12 4.02645E+14 0 1.83549E-01
45 0 0 0 16.4476 3.20366E+12 2.82798E+14 0 1.81903E-01
77 0 0 0 16.2363 4.06175E+12 5.03234E+14 0 1.60525E-01
83 0 0 0 16.2073 2.91540E+12 5.99245E+14 0 1.14809E-01
101 0 0 0 16.0769 1.93773E+12 8.74715E+14 0 1.05120E-01
95 0 0 0 16.1264 1.44944E+12 5.89172E+14 0 7.91155E-02
65 0 0 0 16.3163 1.41370E+12 6.12352E+14 0 7.89925E-02
118 0 0 0 14.8674 2.37714E+12 3.07755E+14 0 7.87740E-02
84 0 0 0 16.2026 3.27058E+12 4.15906E+14 0 7.72334E-02
46 0 0 0 16.4384 1.77813E+12 5.61904E+14 0 7.20343E-02
81 0 0 0 16.2154 2.90157E+12 4.57587E+14 0 6.86271E-02
114 0 0 0 15.8903 1.33176E+12 5.16388E+14 0 5.04135E-02
40 0 0 0 16.4993 1.14915E+12 5.49920E+14 0 4.68989E-02
63 0 0 0 16.3299 8.21712E+11 7.17669E+14 0 4.59912E-02
99 0 0 0 16.1050 1.79914E+12 5.36766E+14 0 4.19757E-02
56 0 0 0 16.3796 7.40211E+11 3.10825E+14 0 4.16818E-02
96 0 0 0 16.1200 8.70770E+11 7.97843E+14 0 3.39229E-02
44 0 0 0 16.4610 1.18679E+12 2.77054E+14 0 2.89265E-02
24 0 0 0 16.5768 6.71182E+11 8.71384E+13 0 2.76504E-02
59 0 0 0 16.3565 6.85945E+11 2.11951E+14 0 2.75123E-02
92 0 0 0 16.1577 6.60557E+11 5.68644E+14 0 2.58538E-02
17 0 0 0 16.6128 4.37267E+11 5.15947E+13 0 2.53292E-02
70 0 0 0 16.2853 4.29953E+11 1.09571E+14 0 2.39332E-02
80 0 0 0 16.2233 4.29503E+11 2.74113E+14 0 2.37264E-02
104 0 0 0 16.0545 4.37998E+11 4.93021E+14 0 2.36948E-02
36 0 0 0 16.5163 9.54392E+11 2.28183E+14 0 2.34187E-02
79 0 0 0 16.2238 5.74899E+11 2.88646E+14 0 2.26858E-02
97 0 0 0 16.1169 9.34574E+11 5.77807E+14 0 2.18367E-02
61 0 0 0 16.3345 8.90271E+11 1.93814E+14 0 2.13671E-02
43 0 0 0 16.4661 8.45244E+11 2.07951E+14 0 2.06145E-02
120 0 0 0 14.8446 8.75765E+11 3.31344E+14 0 1.73593E-02
78 0 0 0 16.2331 4.11884E+11 4.18276E+14 0 1.62718E-02
53 0 0 0 16.3909 2.75329E+11 2.90547E+14 0 1.55254E-02
28 0 0 0 16.5642 2.61817E+11 4.72403E+13 0 1.50773E-02
67 0 0 0 16.3030 2.45454E+11 4.30663E+14 0 1.36927E-02
41 0 0 0 16.4698 2.36364E+11 7.59122E+14 0 1.34569E-02
62 0 0 0 16.3317 3.11453E+11 2.03419E+14 0 1.24541E-02
66 0 0 0 16.3078 3.07734E+11 2.35227E+14 0 1.22694E-02
119 0 0 0 14.8464 5.87133E+11 3.43098E+14 0 1.16409E-02
27 0 0 0 16.5668 2.00464E+11 7.95216E+13 0 1.15478E-02
57 0 0 0 16.3696 2.84695E+11 2.72818E+14 0 1.14370E-02
13 0 0 0 16.6695 2.68629E+11 3.38399E+13 0 1.11907E-02
72 0 0 0 16.2692 2.66470E+11 2.82126E+14 0 1.05740E-02
50 0 0 0 16.4109 4.17007E+11 1.15857E+14 0 1.01022E-02
