j g(j) i g(i) wl A A+A^a A/(A+A^a) f
16 0 0 0 15.3588 1.78431E+13 3.76433E+13 0 1.89307E+00
14 0 0 0 15.5965 7.63886E+12 4.57444E+13 0 8.35718E-01
18 0 0 0 14.1828 3.06300E+12 1.10353E+14 0 2.77108E-01
15 0 0 0 15.5031 8.44993E+11 6.31553E+14 0 9.13418E-02
13 0 0 0 15.6539 6.04172E+11 2.45560E+13 0 6.65865E-02
11 0 0 0 15.7613 5.17074E+11 1.23027E+14 0 5.77722E-02
4 0 0 0 16.1426 2.83471E+11 7.33537E+13 0 3.32226E-02
9 0 0 0 15.8884 1.97839E+11 1.72230E+14 0 2.24623E-02
17 0 0 0 14.2599 2.41861E+11 1.46040E+14 0 2.21197E-02
10 0 0 0 15.8552 1.48605E+11 1.59062E+14 0 1.68019E-02
12 0 0 0 15.7436 1.48514E+11 2.37779E+14 0 1.65560E-02
5 0 0 0 16.1246 1.33704E+11 7.34435E+13 0 1.56351E-02
8 0 0 0 15.9122 1.36721E+11 7.58636E+13 0 1.55695E-02
7 0 0 0 16.0104 1.89844E+10 3.67320E+13 0 2.18866E-03
1 0 0 0 16.3537 4.06272E+09 1.43190E+12 0 4.88683E-04
6 0 0 0 16.0629 1.34679E+09 9.25240E+12 0 1.56287E-04
2 0 0 0 16.2885 9.00880E+08 1.14350E+12 0 1.07501E-04
3 0 0 0 16.2471 2.68184E+08 3.37218E+12 0 3.18393E-05
