j g(j) i g(i) wl A A+A^a A/(A+A^a) f
95 0 0 0 16.0253 4.06199E+12 1.19065E+14 0 2.34584E-01
97 0 0 0 16.0151 4.77312E+12 5.39164E+14 0 1.83536E-01
93 0 0 0 16.0345 9.29952E+12 2.08487E+14 0 1.79226E-01
96 0 0 0 16.0210 4.55271E+12 2.16319E+14 0 1.75189E-01
64 0 0 0 16.1853 2.51312E+12 3.30900E+14 0 1.48048E-01
39 0 0 0 16.3479 2.31653E+12 8.34541E+13 0 1.39223E-01
102 0 0 0 16.0044 4.80620E+12 1.67547E+14 0 9.22804E-02
109 0 0 0 15.9619 1.56656E+12 7.54470E+14 0 8.97563E-02
154 0 0 0 14.6962 1.83292E+12 2.91113E+14 0 8.90228E-02
71 0 0 0 16.1480 2.23589E+12 2.01606E+14 0 8.74065E-02
77 0 0 0 16.1070 1.43912E+12 3.72475E+14 0 8.39609E-02
110 0 0 0 15.9607 1.36785E+12 3.91617E+14 0 7.83594E-02
101 0 0 0 16.0053 1.25674E+12 2.02103E+14 0 7.23976E-02
36 0 0 0 16.3740 1.75987E+12 7.76652E+13 0 7.07371E-02
84 0 0 0 16.0826 1.77267E+12 2.78007E+14 0 6.87383E-02
99 0 0 0 16.0078 1.13789E+12 1.84666E+14 0 6.55709E-02
92 0 0 0 16.0385 1.04741E+12 4.37224E+14 0 6.05891E-02
156 0 0 0 14.6690 1.72831E+12 2.79348E+14 0 5.57544E-02
76 0 0 0 16.1112 1.34780E+12 1.31597E+14 0 5.24495E-02
100 0 0 0 16.0063 1.23506E+12 1.49253E+14 0 4.74382E-02
116 0 0 0 15.9375 8.13672E+11 1.74582E+14 0 4.64774E-02
81 0 0 0 16.0969 1.87783E+12 2.14144E+14 0 3.64729E-02
140 0 0 0 15.7678 6.18671E+11 6.19795E+14 0 3.45902E-02
74 0 0 0 16.1294 5.34392E+11 4.60102E+14 0 3.12640E-02
108 0 0 0 15.9673 5.30752E+11 1.37123E+14 0 3.04301E-02
35 0 0 0 16.3890 1.44214E+12 6.52196E+13 0 2.90361E-02
157 0 0 0 14.6648 1.76217E+12 2.90388E+14 0 2.84070E-02
88 0 0 0 16.0580 4.88019E+11 2.38496E+14 0 2.82988E-02
43 0 0 0 16.2984 4.57798E+11 1.04734E+14 0 2.73473E-02
94 0 0 0 16.0330 6.50322E+11 2.93523E+14 0 2.50621E-02
146 0 0 0 15.7119 4.30146E+11 4.54478E+14 0 2.38794E-02
40 0 0 0 16.3332 5.68337E+11 6.40457E+13 0 2.27304E-02
132 0 0 0 15.8279 5.63655E+11 4.66427E+14 0 2.11699E-02
66 0 0 0 16.1702 3.54492E+11 3.34409E+13 0 2.08442E-02
128 0 0 0 15.8481 5.39050E+11 2.23802E+14 0 2.02973E-02
82 0 0 0 16.0921 4.52586E+11 2.91717E+14 0 1.75705E-02
73 0 0 0 16.1341 8.76067E+11 1.97329E+14 0 1.70945E-02
37 0 0 0 16.3709 8.22967E+11 1.16862E+14 0 1.65332E-02
91 0 0 0 16.0425 4.19886E+11 1.79368E+14 0 1.62007E-02
129 0 0 0 15.8421 8.30438E+11 3.17668E+14 0 1.56228E-02
72 0 0 0 16.1424 2.27109E+11 1.88579E+14 0 1.33083E-02
133 0 0 0 15.8145 3.52616E+11 1.55231E+14 0 1.32212E-02
20 0 0 0 16.4708 2.10418E+11 2.21574E+13 0 1.28369E-02
79 0 0 0 16.1052 6.52778E+11 3.45635E+14 0 1.26919E-02
60 0 0 0 16.2126 2.13668E+11 4.13829E+13 0 1.26298E-02
85 0 0 0 16.0794 6.26798E+11 2.71064E+14 0 1.21477E-02
125 0 0 0 15.8650 3.00082E+11 2.11209E+14 0 1.13234E-02
117 0 0 0 15.9349 2.82074E+11 2.65561E+14 0 1.07379E-02
104 0 0 0 15.9894 2.55611E+11 6.19805E+13 0 9.79718E-03
127 0 0 0 15.8519 1.67731E+11 4.45945E+14 0 9.47815E-03
61 0 0 0 16.2061 2.28103E+11 3.26828E+14 0 8.98141E-03
111 0 0 0 15.9550 4.66094E+11 5.83405E+14 0 8.89397E-03
148 0 0 0 15.6835 1.59116E+11 3.77880E+14 0 8.80131E-03
123 0 0 0 15.8825 1.54877E+11 1.11089E+14 0 8.78563E-03
131 0 0 0 15.8293 1.51764E+11 2.91030E+14 0 8.55144E-03
138 0 0 0 15.7793 4.50765E+11 5.43459E+14 0 8.41307E-03
141 0 0 0 15.7634 2.00212E+11 4.10319E+14 0 7.45847E-03
27 0 0 0 16.4460 1.19101E+11 3.65437E+13 0 7.24411E-03
119 0 0 0 15.9162 1.83166E+11 5.03790E+14 0 6.95637E-03
38 0 0 0 16.3482 2.82586E+11 3.53072E+14 0 5.66130E-03
24 0 0 0 16.4571 1.38314E+11 3.53647E+14 0 5.61606E-03
115 0 0 0 15.9381 2.88492E+11 2.77761E+14 0 5.49329E-03
118 0 0 0 15.9300 1.42045E+11 1.98798E+14 0 5.40403E-03
113 0 0 0 15.9502 9.44267E+10 2.41348E+14 0 5.40229E-03
120 0 0 0 15.9155 9.46494E+10 3.46424E+14 0 5.39145E-03
103 0 0 0 15.9970 1.39956E+11 3.37572E+14 0 5.36938E-03
11 0 0 0 16.5698 7.74735E+10 1.48612E+13 0 4.78343E-03
155 0 0 0 14.6699 1.46596E+11 9.83593E+13 0 4.72970E-03
90 0 0 0 16.0437 2.40614E+11 1.63034E+14 0 4.64257E-03
136 0 0 0 15.7962 8.25177E+10 5.80115E+14 0 4.63024E-03
151 0 0 0 15.5818 8.00140E+10 8.59964E+14 0 4.36869E-03
16 0 0 0 16.5009 1.04062E+11 3.35544E+13 0 4.24784E-03
29 0 0 0 16.4261 9.74236E+10 4.86287E+13 0 3.94085E-03
