j g(j) i g(i) wl A A+A^a A/(A+A^a) f
12 2.000 1 4.000 7.11860 2.258E+13 5.371E+14 4.204E-02 8.578E-02
28 6.000 1 4.000 6.56088 2.930E+12 2.155E+13 1.360E-01 2.835E-02
29 4.000 1 4.000 6.55996 2.648E+12 2.344E+13 1.129E-01 1.708E-02
34 6.000 1 4.000 6.54125 9.757E+11 2.298E+13 4.246E-02 9.388E-03
36 4.000 1 4.000 6.53806 9.510E+11 1.923E+13 4.945E-02 6.095E-03
30 2.000 1 4.000 6.55886 1.746E+12 2.429E+13 7.189E-02 5.630E-03
32 2.000 1 4.000 6.55405 1.650E+12 6.997E+12 2.358E-01 5.313E-03
70 6.000 1 4.000 6.44265 4.720E+11 5.792E+12 8.149E-02 4.405E-03
72 4.000 1 4.000 6.44135 6.525E+11 6.352E+12 1.027E-01 4.060E-03
73 6.000 1 4.000 6.44126 4.047E+11 5.723E+12 7.071E-02 3.775E-03
109 6.000 1 4.000 6.42035 2.673E+11 6.279E+12 4.258E-02 2.478E-03
141 6.000 1 4.000 6.39481 2.533E+11 2.589E+12 9.786E-02 2.330E-03
25 6.000 1 4.000 6.56260 2.118E+11 1.822E+13 1.163E-02 2.051E-03
142 4.000 1 4.000 6.39480 2.486E+11 2.726E+12 9.120E-02 1.524E-03
69 4.000 1 4.000 6.44291 2.346E+11 6.022E+12 3.896E-02 1.460E-03
33 4.000 1 4.000 6.54160 2.217E+11 2.212E+13 1.002E-02 1.423E-03
111 4.000 1 4.000 6.41952 2.270E+11 5.751E+12 3.947E-02 1.403E-03
219 6.000 1 4.000 6.37057 1.392E+11 1.339E+12 1.040E-01 1.270E-03
76 2.000 1 4.000 6.44037 4.040E+11 6.753E+12 5.982E-02 1.256E-03
31 4.000 1 4.000 6.55865 1.879E+11 2.376E+13 7.910E-03 1.212E-03
35 2.000 1 4.000 6.53812 3.674E+11 1.842E+13 1.994E-02 1.177E-03
78 2.000 1 4.000 6.43465 3.473E+11 4.163E+12 8.343E-02 1.078E-03
145 6.000 1 4.000 6.39316 1.147E+11 2.401E+12 4.778E-02 1.055E-03
220 4.000 1 4.000 6.37054 1.680E+11 1.425E+12 1.179E-01 1.022E-03
144 4.000 1 4.000 6.39331 1.656E+11 2.388E+12 6.934E-02 1.015E-03
209 6.000 1 4.000 6.37237 1.092E+11 2.654E+12 4.114E-02 9.970E-04
325 6.000 1 4.000 6.35656 7.545E+10 7.971E+11 9.465E-02 6.855E-04
120 2.000 1 4.000 6.41712 2.112E+11 4.132E+12 5.112E-02 6.520E-04
68 6.000 1 4.000 6.44359 6.498E+10 5.771E+12 1.126E-02 6.068E-04
326 4.000 1 4.000 6.35655 8.853E+10 9.044E+11 9.788E-02 5.363E-04
428 6.000 1 4.000 6.34813 5.655E+10 1.377E+12 4.105E-02 5.125E-04
26 4.000 1 4.000 6.56172 7.278E+10 1.807E+13 4.027E-03 4.698E-04
213 4.000 1 4.000 6.37204 7.523E+10 2.679E+12 2.808E-02 4.580E-04
223 6.000 1 4.000 6.36879 4.907E+10 1.227E+12 4.000E-02 4.475E-04
210 2.000 1 4.000 6.37219 1.417E+11 9.649E+11 1.468E-01 4.313E-04
22 6.000 1 4.000 6.56655 4.018E+10 2.207E+13 1.821E-03 3.898E-04
222 4.000 1 4.000 6.36888 6.405E+10 1.192E+12 5.375E-02 3.895E-04
108 4.000 1 4.000 6.42047 6.270E+10 6.088E+12 1.030E-02 3.875E-04
140 6.000 1 4.000 6.39517 3.985E+10 2.439E+12 1.634E-02 3.665E-04
37 2.000 1 4.000 6.51657 9.545E+10 9.694E+12 9.847E-03 3.038E-04
430 4.000 1 4.000 6.34796 4.938E+10 1.372E+12 3.599E-02 2.983E-04
212 2.000 1 4.000 6.37204 9.435E+10 2.364E+12 3.991E-02 2.873E-04
74 4.000 1 4.000 6.44110 4.463E+10 5.227E+12 8.537E-03 2.775E-04
459 6.000 1 4.000 6.33414 2.980E+10 8.239E+11 3.617E-02 2.690E-04
143 2.000 1 4.000 6.39395 8.210E+10 2.991E+12 2.745E-02 2.515E-04
110 2.000 1 4.000 6.41955 7.425E+10 5.490E+12 1.352E-02 2.294E-04
147 2.000 1 4.000 6.39288 7.230E+10 2.445E+12 2.957E-02 2.215E-04
330 6.000 1 4.000 6.35472 2.407E+10 7.392E+11 3.256E-02 2.186E-04
327 2.000 1 4.000 6.35602 7.175E+10 1.044E+12 6.870E-02 2.173E-04
150 2.000 1 4.000 6.38955 7.065E+10 3.389E+12 2.085E-02 2.163E-04
148 2.000 1 4.000 6.39250 6.755E+10 2.744E+12 2.462E-02 2.070E-04
218 6.000 1 4.000 6.37074 2.255E+10 1.232E+12 1.831E-02 2.058E-04
329 4.000 1 4.000 6.35477 2.713E+10 6.932E+11 3.913E-02 1.642E-04
23 4.000 1 4.000 6.56575 2.479E+10 2.193E+13 1.130E-03 1.602E-04
71 2.000 1 4.000 6.44207 5.120E+10 5.894E+12 8.687E-03 1.594E-04
208 4.000 1 4.000 6.37243 2.613E+10 2.612E+12 1.000E-02 1.591E-04
461 4.000 1 4.000 6.33405 2.558E+10 8.602E+11 2.973E-02 1.538E-04
324 6.000 1 4.000 6.35665 1.312E+10 6.831E+11 1.921E-02 1.193E-04
225 2.000 1 4.000 6.36865 3.558E+10 1.418E+12 2.509E-02 1.082E-04
431 2.000 1 4.000 6.34737 3.361E+10 1.429E+12 2.352E-02 1.015E-04
462 2.000 1 4.000 6.33385 2.933E+10 7.319E+11 4.008E-02 8.820E-05
427 4.000 1 4.000 6.34816 1.414E+10 1.362E+12 1.039E-02 8.545E-05
221 2.000 1 4.000 6.36964 2.372E+10 1.780E+12 1.332E-02 7.215E-05
332 2.000 1 4.000 6.35465 2.120E+10 8.352E+11 2.538E-02 6.418E-05
333 2.000 1 4.000 6.35430 1.810E+10 1.065E+12 1.699E-02 5.478E-05
429 2.000 1 4.000 6.34797 1.708E+10 1.416E+12 1.206E-02 5.158E-05
458 4.000 1 4.000 6.33416 7.703E+09 8.202E+11 9.391E-03 4.635E-05
226 2.000 1 4.000 6.36809 1.265E+10 1.611E+12 7.847E-03 3.845E-05
460 2.000 1 4.000 6.33406 8.750E+09 8.416E+11 1.040E-02 2.630E-05
77 4.000 1 4.000 6.43977 4.190E+09 6.362E+12 6.586E-04 2.605E-05
138 4.000 1 4.000 6.39566 4.103E+09 1.021E+12 4.019E-03 2.515E-05
66 4.000 1 4.000 6.44502 3.740E+09 1.961E+12 1.907E-03 2.329E-05
344 2.000 1 4.000 6.35331 6.930E+09 1.133E+12 6.114E-03 2.097E-05
215 4.000 1 4.000 6.37096 2.530E+09 5.809E+11 4.355E-03 1.540E-05
231 2.000 1 4.000 6.36630 4.779E+09 2.809E+12 1.701E-03 1.452E-05
24 2.000 1 4.000 6.56511 3.064E+09 2.210E+13 1.386E-04 9.900E-06
104 6.000 1 4.000 6.42090 9.908E+08 3.893E+10 2.545E-02 9.188E-06
321 4.000 1 4.000 6.35676 1.384E+09 3.336E+11 4.147E-03 8.380E-06
75 2.000 1 4.000 6.44090 2.210E+09 5.235E+12 4.222E-04 6.873E-06
27 2.000 1 4.000 6.56146 2.010E+09 1.742E+13 1.154E-04 6.487E-06
113 6.000 1 4.000 6.41926 5.040E+08 8.912E+09 5.655E-02 4.670E-06
44 8.000 1 4.000 6.51084 2.056E+08 2.738E+11 7.509E-04 2.615E-06
20 4.000 1 4.000 6.57285 4.020E+08 6.334E+12 6.346E-05 2.603E-06
149 4.000 1 4.000 6.39192 2.394E+08 2.540E+12 9.428E-05 1.467E-06
102 4.000 1 4.000 6.42114 2.258E+08 4.092E+10 5.519E-03 1.396E-06
46 6.000 1 4.000 6.50949 1.452E+08 2.735E+11 5.307E-04 1.384E-06
48 4.000 1 4.000 6.50804 1.805E+08 2.683E+11 6.725E-04 1.146E-06
119 6.000 1 4.000 6.41789 9.517E+07 1.454E+09 6.547E-02 8.815E-07
53 2.000 1 4.000 6.50628 2.663E+08 1.691E+11 1.575E-03 8.450E-07
100 6.000 1 4.000 6.42119 8.878E+07 3.707E+09 2.395E-02 8.233E-07
87 8.000 1 4.000 6.42521 6.568E+07 1.811E+11 3.626E-04 8.130E-07
300 6.000 1 4.000 6.36201 8.132E+07 3.049E+09 2.667E-02 7.403E-07
56 8.000 1 4.000 6.48859 5.791E+07 5.820E+11 9.950E-05 7.312E-07
146 4.000 1 4.000 6.39302 9.786E+07 2.466E+12 3.968E-05 5.995E-07
89 6.000 1 4.000 6.42394 5.562E+07 1.655E+11 3.360E-04 5.160E-07
438 6.000 1 4.000 6.34243 5.408E+07 2.221E+09 2.435E-02 4.893E-07
58 6.000 1 4.000 6.48546 5.135E+07 6.024E+11 8.525E-05 4.858E-07
86 6.000 1 4.000 6.42528 4.920E+07 2.175E+11 2.262E-04 4.568E-07
49 6.000 1 4.000 6.50799 4.405E+07 3.479E+11 1.266E-04 4.198E-07
117 6.000 1 4.000 6.41884 4.317E+07 1.158E+09 3.729E-02 4.000E-07
122 8.000 1 4.000 6.40283 3.210E+07 2.796E+11 1.148E-04 3.945E-07
85 8.000 1 4.000 6.42573 3.075E+07 2.534E+11 1.213E-04 3.808E-07
227 4.000 1 4.000 6.36762 6.205E+07 1.204E+12 5.155E-05 3.773E-07
92 4.000 1 4.000 6.42334 6.080E+07 1.790E+11 3.396E-04 3.763E-07
156 6.000 1 4.000 6.38668 3.738E+07 1.021E+11 3.661E-04 3.430E-07
54 4.000 1 4.000 6.50431 5.268E+07 1.661E+11 3.171E-04 3.340E-07
96 2.000 1 4.000 6.42217 1.033E+08 1.267E+11 8.152E-04 3.195E-07
157 8.000 1 4.000 6.38666 2.566E+07 1.020E+11 2.516E-04 3.138E-07
469 6.000 1 4.000 6.33068 3.477E+07 1.572E+09 2.212E-02 3.133E-07
155 8.000 1 4.000 6.38690 2.164E+07 1.227E+11 1.764E-04 2.645E-07
42 8.000 1 4.000 6.51227 1.978E+07 5.745E+11 3.442E-05 2.515E-07
60 4.000 1 4.000 6.48529 3.898E+07 6.566E+11 5.936E-05 2.458E-07
125 6.000 1 4.000 6.40180 2.665E+07 3.153E+11 8.452E-05 2.457E-07
88 4.000 1 4.000 6.42464 3.910E+07 2.163E+11 1.808E-04 2.420E-07
91 8.000 1 4.000 6.42343 1.858E+07 2.263E+11 8.210E-05 2.299E-07
270 8.000 1 4.000 6.36431 1.808E+07 8.245E+10 2.192E-04 2.195E-07
234 6.000 1 4.000 6.36612 2.407E+07 5.500E+10 4.376E-04 2.194E-07
158 4.000 1 4.000 6.38623 3.488E+07 1.057E+11 3.300E-04 2.132E-07
282 6.000 1 4.000 6.36303 2.202E+07 7.347E+08 2.997E-02 2.005E-07
232 8.000 1 4.000 6.36624 1.620E+07 6.235E+10 2.598E-04 1.968E-07
236 4.000 1 4.000 6.36595 3.233E+07 4.701E+10 6.877E-04 1.964E-07
175 6.000 1 4.000 6.38448 2.040E+07 8.772E+08 2.325E-02 1.870E-07
251 6.000 1 4.000 6.36486 2.052E+07 6.663E+08 3.079E-02 1.869E-07
98 4.000 1 4.000 6.42137 2.993E+07 6.721E+09 4.452E-03 1.850E-07
189 6.000 1 4.000 6.38271 1.983E+07 1.049E+09 1.891E-02 1.817E-07
52 6.000 1 4.000 6.50720 1.818E+07 3.541E+11 5.135E-05 1.732E-07
160 6.000 1 4.000 6.38512 1.805E+07 8.575E+10 2.105E-04 1.655E-07
235 8.000 1 4.000 6.36611 1.306E+07 5.879E+10 2.222E-04 1.587E-07
47 8.000 1 4.000 6.50811 1.140E+07 4.297E+11 2.654E-05 1.448E-07
43 6.000 1 4.000 6.51151 1.502E+07 5.647E+11 2.660E-05 1.432E-07
126 4.000 1 4.000 6.40178 2.256E+07 3.185E+11 7.084E-05 1.386E-07
161 8.000 1 4.000 6.38487 1.130E+07 1.243E+11 9.094E-05 1.382E-07
277 6.000 1 4.000 6.36379 1.494E+07 1.748E+11 8.546E-05 1.360E-07
339 6.000 1 4.000 6.35385 1.443E+07 3.461E+10 4.168E-04 1.310E-07
237 2.000 1 4.000 6.36582 4.191E+07 3.810E+10 1.100E-03 1.273E-07
107 4.000 1 4.000 6.42068 1.908E+07 1.322E+11 1.443E-04 1.179E-07
162 4.000 1 4.000 6.38482 1.910E+07 9.764E+10 1.956E-04 1.168E-07
55 6.000 1 4.000 6.48875 1.202E+07 5.496E+11 2.187E-05 1.138E-07
433 8.000 1 4.000 6.34369 8.819E+06 8.714E+10 1.012E-04 1.064E-07
337 8.000 1 4.000 6.35392 8.572E+06 4.000E+10 2.143E-04 1.038E-07
341 4.000 1 4.000 6.35366 1.706E+07 3.662E+10 4.659E-04 1.033E-07
116 4.000 1 4.000 6.41884 1.659E+07 1.415E+09 1.172E-02 1.025E-07
185 2.000 1 4.000 6.38431 3.298E+07 9.378E+10 3.516E-04 1.008E-07
201 6.000 1 4.000 6.38148 1.073E+07 1.160E+09 9.247E-03 9.823E-08
340 8.000 1 4.000 6.35385 6.945E+06 3.803E+10 1.826E-04 8.408E-08
159 2.000 1 4.000 6.38557 2.745E+07 1.129E+11 2.432E-04 8.390E-08
269 6.000 1 4.000 6.36442 8.822E+06 4.263E+10 2.069E-04 8.035E-08
124 2.000 1 4.000 6.40207 2.517E+07 4.529E+11 5.557E-05 7.733E-08
358 6.000 1 4.000 6.35308 8.170E+06 4.651E+08 1.757E-02 7.415E-08
435 6.000 1 4.000 6.34346 8.120E+06 1.057E+11 7.683E-05 7.348E-08
242 6.000 1 4.000 6.36494 8.025E+06 2.943E+08 2.727E-02 7.310E-08
224 4.000 1 4.000 6.36871 1.156E+07 1.448E+12 7.987E-06 7.030E-08
168 6.000 1 4.000 6.38463 7.427E+06 3.614E+08 2.055E-02 6.808E-08
