j g(j) i g(i) wl A A+A^a A/(A+A^a) f
27 3.000 1 1.000 15.0140 2.268E+13 2.270E+13 9.993E-01 2.300E+00
23 3.000 1 1.000 15.2610 5.463E+12 5.478E+12 9.974E-01 5.733E-01
63 3.000 1 1.000 12.1240 6.360E+12 6.876E+12 9.250E-01 4.213E-01
59 3.000 1 1.000 12.2660 5.327E+12 5.848E+12 9.108E-01 3.611E-01
33 3.000 1 1.000 13.8250 3.490E+12 3.644E+12 9.578E-01 2.987E-01
81 3.000 1 1.000 11.2540 3.480E+12 3.875E+12 8.980E-01 1.985E-01
90 3.000 1 1.000 11.1310 2.745E+12 3.147E+12 8.722E-01 1.533E-01
115 3.000 1 1.000 10.7912 2.217E+12 2.490E+12 8.902E-01 1.159E-01
3 3.000 1 1.000 17.0506 8.037E+11 8.037E+11 1.000E+00 1.053E-01
95 3.000 1 1.000 11.0260 1.823E+12 2.283E+12 7.987E-01 9.942E-02
5 3.000 1 1.000 16.7800 7.180E+11 7.180E+11 1.000E+00 9.110E-02
141 3.000 1 1.000 10.5040 1.514E+12 1.708E+12 8.865E-01 7.525E-02
125 3.000 1 1.000 10.6570 1.322E+12 1.596E+12 8.279E-01 6.766E-02
193 3.000 1 1.000 10.2210 1.129E+12 1.243E+12 9.080E-01 5.316E-02
167 3.000 1 1.000 10.3330 1.104E+12 1.246E+12 8.857E-01 5.311E-02
225 3.000 1 1.000 10.1115 9.653E+11 1.350E+12 7.153E-01 4.439E-02
151 3.000 1 1.000 10.3930 7.620E+11 9.542E+11 7.986E-01 3.709E-02
31 3.000 1 1.000 13.8920 4.137E+11 5.631E+11 7.346E-01 3.574E-02
375 3.000 1 1.000 9.69214 6.030E+11 9.261E+11 6.511E-01 2.548E-02
211 3.000 1 1.000 10.1420 5.440E+11 6.303E+11 8.631E-01 2.523E-02
221 3.000 1 1.000 10.1210 4.813E+11 5.896E+11 8.164E-01 2.221E-02
39 3.000 1 1.000 12.6950 2.850E+11 6.565E+11 4.341E-01 2.066E-02
313 3.000 1 1.000 9.99453 4.440E+11 5.196E+11 8.545E-01 1.995E-02
269 3.000 1 1.000 10.0460 4.277E+11 5.101E+11 8.384E-01 1.943E-02
241 3.000 1 1.000 10.0880 3.843E+11 4.538E+11 8.470E-01 1.762E-02
385 3.000 1 1.000 9.45955 3.967E+11 6.666E+11 5.950E-01 1.597E-02
42 3.000 1 1.000 12.5383 2.043E+11 5.755E+11 3.549E-01 1.444E-02
93 3.000 1 1.000 11.0510 2.497E+11 7.212E+11 3.462E-01 1.365E-02
287 3.000 1 1.000 10.0216 2.673E+11 3.232E+11 8.271E-01 1.207E-02
73 3.000 1 1.000 11.3048 1.896E+11 4.869E+11 3.895E-01 1.090E-02
395 3.000 1 1.000 9.31612 2.725E+11 5.065E+11 5.381E-01 1.064E-02
17 3.000 1 1.000 15.4530 9.483E+10 1.065E+11 8.907E-01 1.021E-02
65 3.000 1 1.000 11.4347 1.504E+11 4.451E+11 3.379E-01 8.845E-03
329 3.000 1 1.000 9.97446 1.975E+11 3.078E+11 6.418E-01 8.839E-03
339 3.000 1 1.000 9.95281 1.946E+11 2.513E+11 7.745E-01 8.671E-03
263 3.000 1 1.000 10.0549 1.774E+11 2.351E+11 7.545E-01 8.066E-03
405 3.000 1 1.000 9.22110 1.951E+11 4.047E+11 4.820E-01 7.460E-03
185 3.000 1 1.000 10.2290 1.581E+11 2.883E+11 5.483E-01 7.453E-03
349 3.000 1 1.000 9.92026 1.453E+11 1.942E+11 7.481E-01 6.432E-03
223 3.000 1 1.000 10.1178 1.363E+11 5.255E+11 2.594E-01 6.278E-03
415 3.000 1 1.000 9.15476 1.445E+11 3.375E+11 4.281E-01 5.446E-03
359 3.000 1 1.000 9.89459 1.155E+11 1.640E+11 7.043E-01 5.087E-03
369 3.000 1 1.000 9.87400 9.553E+10 1.707E+11 5.598E-01 4.190E-03
425 3.000 1 1.000 9.10655 1.101E+11 2.918E+11 3.773E-01 4.107E-03
373 3.000 1 1.000 9.69543 9.493E+10 4.212E+11 2.254E-01 4.014E-03
