j g(j) i g(i) wl A A+A^a A/(A+A^a) f
56 6.000 1 4.000 14.2080 1.903E+13 1.904E+13 9.994E-01 8.635E-01
55 4.000 1 4.000 14.2080 1.771E+13 2.048E+13 8.647E-01 5.365E-01
49 6.000 1 4.000 14.3730 6.665E+12 6.674E+12 9.986E-01 3.103E-01
52 2.000 1 4.000 14.2560 1.287E+13 1.542E+13 8.345E-01 1.967E-01
41 6.000 1 4.000 14.5340 4.042E+12 4.051E+12 9.977E-01 1.924E-01
154 6.000 1 4.000 11.4346 4.625E+12 5.320E+12 8.694E-01 1.360E-01
138 6.000 1 4.000 11.5366 4.155E+12 4.849E+12 8.569E-01 1.244E-01
57 4.000 1 4.000 14.1558 3.950E+12 1.633E+13 2.418E-01 1.187E-01
40 4.000 1 4.000 14.5710 3.083E+12 3.475E+12 8.872E-01 9.813E-02
162 6.000 1 4.000 11.3317 3.128E+12 3.828E+12 8.173E-01 9.035E-02
160 4.000 1 4.000 11.3365 4.395E+12 6.240E+12 7.043E-01 8.470E-02
137 4.000 1 4.000 11.5401 3.495E+12 4.504E+12 7.760E-01 6.978E-02
58 2.000 1 4.000 14.1434 4.495E+12 2.429E+13 1.850E-01 6.740E-02
70 6.000 1 4.000 13.3944 1.622E+12 1.690E+12 9.596E-01 6.543E-02
53 6.000 1 4.000 14.2670 1.340E+12 1.349E+12 9.931E-01 6.133E-02
72 4.000 1 4.000 13.3463 2.291E+12 2.621E+12 8.739E-01 6.118E-02
202 6.000 1 4.000 10.5374 2.443E+12 2.952E+12 8.277E-01 6.103E-02
5 4.000 1 4.000 16.0040 1.351E+12 1.384E+12 9.766E-01 5.203E-02
9 6.000 1 4.000 15.6250 8.690E+11 8.690E+11 1.000E+00 4.783E-02
73 2.000 1 4.000 13.3154 3.588E+12 3.878E+12 9.251E-01 4.770E-02
225 6.000 1 4.000 10.4493 1.915E+12 2.434E+12 7.866E-01 4.705E-02
74 6.000 1 4.000 13.3114 1.165E+12 1.241E+12 9.390E-01 4.643E-02
158 2.000 1 4.000 11.3404 4.817E+12 6.135E+12 7.851E-01 4.643E-02
59 6.000 1 4.000 13.9787 1.039E+12 1.048E+12 9.916E-01 4.568E-02
288 6.000 1 4.000 10.0669 1.945E+12 2.319E+12 8.389E-01 4.433E-02
39 2.000 1 4.000 14.6017 2.490E+12 2.499E+12 9.962E-01 3.978E-02
191 6.000 1 4.000 10.5642 1.571E+12 2.036E+12 7.719E-01 3.945E-02
201 4.000 1 4.000 10.5392 2.126E+12 2.911E+12 7.302E-01 3.540E-02
90 6.000 1 4.000 12.8187 9.340E+11 1.144E+12 8.166E-01 3.453E-02
345 6.000 1 4.000 9.80355 1.399E+12 1.709E+12 8.183E-01 3.023E-02
249 4.000 1 4.000 10.3635 1.828E+12 2.902E+12 6.296E-01 2.943E-02
69 4.000 1 4.000 13.4183 1.090E+12 1.165E+12 9.359E-01 2.943E-02
46 4.000 1 4.000 14.4729 9.145E+11 1.705E+12 5.362E-01 2.873E-02
67 6.000 1 4.000 13.4631 6.898E+11 7.522E+11 9.171E-01 2.813E-02
7 4.000 1 4.000 15.8240 7.410E+11 7.993E+11 9.271E-01 2.793E-02
252 6.000 1 4.000 10.3612 1.098E+12 1.625E+12 6.758E-01 2.653E-02
309 6.000 1 4.000 9.98403 1.088E+12 1.455E+12 7.477E-01 2.438E-02
163 4.000 1 4.000 11.3190 1.238E+12 6.703E+12 1.847E-01 2.379E-02
286 4.000 1 4.000 10.0676 1.554E+12 2.049E+12 7.584E-01 2.361E-02
190 4.000 1 4.000 10.5673 1.392E+12 1.888E+12 7.371E-01 2.330E-02
47 6.000 1 4.000 14.4391 4.428E+11 4.515E+11 9.807E-01 2.076E-02
43 4.000 1 4.000 14.5046 6.428E+11 7.345E+11 8.751E-01 2.027E-02
8 2.000 1 4.000 15.7880 1.053E+12 2.191E+12 4.805E-01 1.967E-02
247 2.000 1 4.000 10.3650 2.363E+12 3.326E+12 7.104E-01 1.903E-02
186 6.000 1 4.000 10.5812 6.847E+11 1.179E+12 5.809E-01 1.724E-02
151 4.000 1 4.000 11.4530 8.360E+11 1.871E+12 4.468E-01 1.644E-02
344 4.000 1 4.000 9.80395 1.118E+12 1.491E+12 7.495E-01 1.610E-02
136 2.000 1 4.000 11.5533 1.519E+12 2.409E+12 6.303E-01 1.520E-02
366 6.000 1 4.000 9.72352 7.085E+11 9.910E+11 7.149E-01 1.507E-02
80 2.000 1 4.000 13.1849 1.150E+12 4.629E+12 2.485E-01 1.499E-02
211 6.000 1 4.000 10.5027 5.695E+11 1.037E+12 5.490E-01 1.413E-02
92 4.000 1 4.000 12.7875 5.545E+11 1.445E+12 3.839E-01 1.359E-02
323 4.000 1 4.000 9.90357 8.985E+11 1.543E+12 5.822E-01 1.321E-02
75 4.000 1 4.000 13.3040 4.843E+11 1.218E+12 3.977E-01 1.285E-02
167 6.000 1 4.000 11.1536 4.352E+11 1.159E+12 3.754E-01 1.218E-02
325 6.000 1 4.000 9.90245 5.447E+11 9.076E+11 6.001E-01 1.201E-02
208 4.000 1 4.000 10.5133 6.803E+11 1.324E+12 5.139E-01 1.127E-02
381 4.000 1 4.000 9.65793 7.990E+11 1.193E+12 6.696E-01 1.118E-02
110 4.000 1 4.000 11.8788 5.270E+11 9.745E+11 5.408E-01 1.115E-02
121 6.000 1 4.000 11.6522 3.510E+11 7.715E+11 4.550E-01 1.072E-02
159 6.000 1 4.000 11.3402 3.693E+11 1.090E+12 3.387E-01 1.068E-02
164 2.000 1 4.000 11.3151 1.042E+12 9.264E+12 1.124E-01 9.995E-03
198 2.000 1 4.000 10.5451 1.188E+12 1.934E+12 6.142E-01 9.898E-03
321 2.000 1 4.000 9.90392 1.323E+12 1.862E+12 7.101E-01 9.725E-03
254 4.000 1 4.000 10.3565 5.860E+11 3.203E+12 1.829E-01 9.423E-03
382 6.000 1 4.000 9.65734 4.475E+11 8.209E+11 5.451E-01 9.385E-03
266 6.000 1 4.000 10.1879 3.853E+11 9.578E+11 4.023E-01 8.993E-03
390 4.000 1 4.000 9.64652 6.225E+11 1.081E+12 5.758E-01 8.685E-03
87 4.000 1 4.000 12.8566 3.493E+11 1.774E+12 1.969E-01 8.655E-03
48 4.000 1 4.000 14.4109 2.590E+11 1.223E+12 2.118E-01 8.065E-03
379 6.000 1 4.000 9.66374 3.808E+11 7.718E+11 4.934E-01 8.000E-03
155 4.000 1 4.000 11.4303 3.973E+11 3.715E+12 1.069E-01 7.783E-03
392 6.000 1 4.000 9.64586 3.625E+11 6.344E+11 5.714E-01 7.588E-03
210 2.000 1 4.000 10.5034 8.680E+11 1.333E+12 6.511E-01 7.180E-03
200 2.000 1 4.000 10.5411 8.440E+11 1.244E+12 6.787E-01 7.030E-03
446 4.000 1 4.000 9.23636 5.398E+11 8.471E+11 6.372E-01 6.905E-03
304 6.000 1 4.000 10.0003 3.030E+11 6.637E+11 4.565E-01 6.815E-03
147 6.000 1 4.000 11.4716 2.252E+11 9.536E+11 2.361E-01 6.663E-03
263 6.000 1 4.000 10.2070 2.773E+11 8.185E+11 3.388E-01 6.498E-03
387 2.000 1 4.000 9.64768 9.135E+11 1.289E+12 7.084E-01 6.373E-03
174 4.000 1 4.000 10.6787 3.610E+11 7.378E+11 4.893E-01 6.175E-03
447 6.000 1 4.000 9.23612 3.217E+11 6.121E+11 5.255E-01 6.170E-03
388 2.000 1 4.000 9.64678 8.430E+11 1.229E+12 6.858E-01 5.883E-03
403 6.000 1 4.000 9.60273 2.753E+11 6.617E+11 4.161E-01 5.710E-03
217 6.000 1 4.000 10.4701 2.252E+11 7.481E+11 3.010E-01 5.553E-03
361 6.000 1 4.000 9.73811 2.570E+11 5.174E+11 4.967E-01 5.483E-03
430 6.000 1 4.000 9.34036 2.750E+11 7.977E+11 3.447E-01 5.398E-03
213 6.000 1 4.000 10.4904 2.043E+11 5.522E+11 3.700E-01 5.058E-03
223 4.000 1 4.000 10.4513 3.038E+11 1.699E+12 1.787E-01 4.973E-03
