j g(j) i g(i) wl A A+A^a A/(A+A^a) f
46 0 0 0 16.9404 4.03215E+12 6.25702E+14 0 1.73477E-01
26 0 0 0 17.1276 2.51881E+12 7.69499E+14 0 1.55087E-01
25 0 0 0 17.1289 3.44905E+12 6.12652E+14 0 1.51711E-01
35 0 0 0 17.0556 2.43518E+12 6.83509E+14 0 1.48680E-01
60 0 0 0 16.8052 5.31165E+12 6.28171E+14 0 1.34935E-01
31 0 0 0 17.0858 2.28436E+12 5.85285E+14 0 9.99751E-02
23 0 0 0 17.1484 1.55659E+12 6.03164E+14 0 9.60743E-02
57 0 0 0 16.8421 1.86265E+12 6.19070E+14 0 7.92103E-02
36 0 0 0 17.0496 2.71843E+12 6.65523E+14 0 7.10816E-02
30 0 0 0 17.0953 1.00176E+12 6.36634E+14 0 6.14474E-02
63 0 0 0 16.7838 2.19274E+12 6.41747E+14 0 5.55620E-02
50 0 0 0 16.9004 1.45464E+12 6.01034E+14 0 3.73729E-02
27 0 0 0 17.1234 1.40344E+12 5.63979E+14 0 3.70156E-02
55 0 0 0 16.8560 7.31784E+11 5.76466E+14 0 3.11711E-02
59 0 0 0 16.8069 5.23863E+11 6.78909E+14 0 3.10586E-02
51 0 0 0 16.8889 7.26264E+11 5.57424E+14 0 3.10566E-02
48 0 0 0 16.9044 7.09704E+11 5.79927E+14 0 3.04043E-02
24 0 0 0 17.1369 5.24388E+11 5.71908E+14 0 2.30875E-02
39 0 0 0 17.0127 7.35907E+11 6.09329E+14 0 1.91592E-02
67 0 0 0 16.7275 4.52280E+11 5.38444E+14 0 1.89726E-02
56 0 0 0 16.8540 6.81845E+11 5.62886E+14 0 1.74222E-02
70 0 0 0 16.6654 6.33782E+11 6.72286E+14 0 1.58337E-02
33 0 0 0 17.0685 2.53550E+11 5.79328E+14 0 1.55039E-02
45 0 0 0 16.9460 5.97478E+11 6.54741E+14 0 1.54336E-02
9 0 0 0 17.2331 5.76720E+11 5.45796E+14 0 1.54064E-02
40 0 0 0 16.9908 5.30039E+11 6.77379E+14 0 1.37640E-02
38 0 0 0 17.0234 2.03313E+11 5.98944E+14 0 1.23663E-02
61 0 0 0 16.8052 2.92038E+11 6.38427E+14 0 1.23647E-02
54 0 0 0 16.8805 1.99093E+11 5.51929E+14 0 1.19073E-02
64 0 0 0 16.7721 2.24748E+11 6.57080E+14 0 9.47830E-03
58 0 0 0 16.8314 1.43629E+11 6.26642E+14 0 8.54025E-03
65 0 0 0 16.7608 2.98715E+11 6.42921E+14 0 7.54844E-03
21 0 0 0 17.1490 1.23963E+11 5.37908E+14 0 5.46551E-03
8 0 0 0 17.2422 9.96697E+10 5.42851E+14 0 4.44231E-03
41 0 0 0 16.9897 6.52470E+10 5.74336E+14 0 3.95290E-03
66 0 0 0 16.7478 6.49780E+10 6.54421E+14 0 3.82531E-03
11 0 0 0 17.2192 8.15670E+10 5.42297E+14 0 3.62573E-03
16 0 0 0 17.1757 7.21156E+10 5.44696E+14 0 3.18944E-03
7 0 0 0 17.2424 4.86807E+10 5.47343E+14 0 3.03764E-03
43 0 0 0 16.9789 6.10025E+10 5.54409E+14 0 2.63649E-03
20 0 0 0 17.1532 9.24224E+10 5.33015E+14 0 2.44610E-03
29 0 0 0 17.1114 7.93675E+10 5.90375E+14 0 2.09037E-03
32 0 0 0 17.0757 7.45423E+10 5.92013E+14 0 1.95511E-03
62 0 0 0 16.8007 3.25799E+10 5.66319E+14 0 1.93014E-03
22 0 0 0 17.1487 7.06301E+10 5.47608E+14 0 1.86837E-03
5 0 0 0 17.2706 6.37157E+10 5.41290E+14 0 1.70951E-03
52 0 0 0 16.8876 5.85950E+10 6.06004E+14 0 1.50315E-03
12 0 0 0 17.2083 2.34261E+10 5.42589E+14 0 1.45600E-03
47 0 0 0 16.9367 1.59922E+10 5.82640E+14 0 9.62836E-04
68 0 0 0 16.7062 1.83739E+10 6.14698E+14 0 7.68800E-04
13 0 0 0 17.1919 1.37461E+10 5.73061E+14 0 6.09094E-04
17 0 0 0 17.1612 9.42533E+09 5.67101E+14 0 5.82612E-04
28 0 0 0 17.1223 1.29644E+10 5.86343E+14 0 5.69813E-04
53 0 0 0 16.8806 1.04306E+10 5.90336E+14 0 4.45597E-04
37 0 0 0 17.0489 8.53832E+09 7.02191E+14 0 3.72067E-04
19 0 0 0 17.1557 5.64798E+09 5.72410E+14 0 3.48894E-04
49 0 0 0 16.9027 5.33954E+09 6.05766E+14 0 3.20186E-04
18 0 0 0 17.1585 5.12843E+09 5.59896E+14 0 3.16907E-04
10 0 0 0 17.2232 2.50187E+09 5.38282E+14 0 1.55768E-04
4 0 0 0 17.2784 3.26842E+09 5.44017E+14 0 1.46287E-04
34 0 0 0 17.0659 3.06127E+09 6.54615E+14 0 1.33666E-04
14 0 0 0 17.1917 1.83426E+09 5.45414E+14 0 1.13785E-04
44 0 0 0 16.9485 1.26984E+09 6.14512E+14 0 7.65593E-05
69 0 0 0 16.6944 4.11176E+08 5.88542E+14 0 2.40521E-05
15 0 0 0 17.1836 7.09225E+08 5.53016E+14 0 1.88374E-05
3 0 0 0 17.2824 1.09400E+07 5.46401E+14 0 6.85815E-07
42 0 0 0 16.9886 7.20631E+06 5.99945E+14 0 3.11806E-07
6 0 0 0 17.2527 2.71314E+06 5.54417E+14 0 1.21072E-07
