j g(j) i g(i) wl A A^a A/A^a f
8 4.000 1 2.000 22.0011 2.415E+12 8.935E+12 2.703E-01 3.49E-01
7 2.000 1 2.000 22.0028 2.396E+12 9.579E+12 2.501E-01 1.73E-01
16 4.000 1 2.000 19.379 5.835E+11 8.079E+12 7.222E-02 9.6E-02
10 4.000 1 2.000 21.7881 2.603E+11 8.142E+13 3.196E-03 3.706E-02
17 2.000 1 2.000 19.3412 5.840E+11 8.097E+12 7.213E-02 3.275E-02
34 4.000 1 2.000 18.5870 2.745E+11 3.411E+12 8.047E-02 4.1E-02
26 4.000 1 2.000 19.180 2.305E+11 1.702E+13 1.354E-02 3.6E-02
9 2.000 1 2.000 21.7891 2.800E+11 8.126E+13 3.445E-03 1.992E-02
60 4.000 1 2.000 18.2897 1.597E+11 1.687E+12 9.464E-02 1.602E-02
35 2.000 1 2.000 18.6059 2.748E+11 3.415E+12 8.044E-02 1.426E-02
25 2.000 1 2.000 19.1362 2.301E+11 1.672E+13 1.377E-02 1.264E-02
85 4.000 1 2.000 18.1240 9.535E+10 1.303E+12 7.319E-02 9.390E-03
50 4.000 1 2.000 18.3964 9.198E+10 7.718E+12 1.192E-02 9.335E-03
61 2.000 1 2.000 18.270 1.598E+11 1.657E+12 9.642E-02 21E-03
129 4.000 1 2.000 18.0258 8.130E+10 8.040E+11 1.011E-01 7.920E-03
113 4.000 1 2.000 18.0810 5.573E+10 4.047E+12 1.377E-02 5.460E-03
86 2.000 1 2.000 18.1240 9.540E+10 1.268E+12 7.525E-02 4.699E-03
49 2.000 1 2.000 18.3966 9.175E+10 7.709E+12 1.190E-02 4.655E-03
130 2.000 1 2.000 18.0258 8.135E+10 8.291E+11 9.811E-02 3.964E-03
159 4.000 1 2.000 17.9165 3.393E+10 2.513E+12 1.350E-02 3.266E-03
112 2.000 1 2.000 18.0811 5.560E+10 4.032E+12 1.379E-02 2.726E-03
170 4.000 1 2.000 17.8195 2.317E+10 1.616E+12 1.433E-02 2.206E-03
158 2.000 1 2.000 17.9165 3.384E+10 2.529E+12 1.338E-02 1.628E-03
169 2.000 1 2.000 17.8195 2.311E+10 1.627E+12 1.420E-02 1.100E-03
22 6.000 1 2.000 19.2775 5.017E+07 3.243E+11 1.547E-04 8.385E-06
23 4.000 1 2.000 19.2775 5.023E+07 3.252E+11 1.545E-04 5.595E-06
4 4.000 1 2.000 22.4048 3.021E+07 4.419E+08 6.837E-02 4.549E-06
40 6.000 1 2.000 18.5842 2.683E+07 1.046E+11 2.566E-04 4.169E-06
41 4.000 1 2.000 18.5842 2.688E+07 1.048E+11 2.564E-04 2.783E-06
14 4.000 1 2.000 19.3963 2.339E+07 2.040E+08 1.146E-01 2.639E-06
66 6.000 1 2.000 18.2799 1.467E+07 4.147E+10 3.537E-04 2.205E-06
28 6.000 1 2.000 19.0620 1.177E+07 1.302E+12 9.044E-06 1.924E-06
91 6.000 1 2.000 18.1193 1.080E+07 4.364E+10 2.475E-04 1.595E-06
67 4.000 1 2.000 18.2798 1.469E+07 4.131E+10 3.556E-04 1.472E-06
52 6.000 1 2.000 18.3714 9.240E+06 7.455E+11 1.240E-05 1.402E-06
27 4.000 1 2.000 19.0622 1.172E+07 1.308E+12 8.963E-06 1.277E-06
32 4.000 1 2.000 18.6266 1.061E+07 4.473E+09 2.372E-03 1.104E-06
92 4.000 1 2.000 18.1193 1.081E+07 4.342E+10 2.490E-04 1.065E-06
131 6.000 1 2.000 18.0234 6.755E+06 2.660E+10 2.539E-04 9.870E-07
51 4.000 1 2.000 18.3715 9.210E+06 7.475E+11 1.232E-05 9.320E-07
3 2.000 1 2.000 22.4061 1.195E+07 4.834E+07 2.472E-01 8.995E-07
132 4.000 1 2.000 18.0234 6.765E+06 2.684E+10 2.521E-04 6.590E-07
115 6.000 1 2.000 18.0692 4.323E+06 4.096E+11 1.055E-05 6.350E-07
58 4.000 1 2.000 18.3002 5.451E+06 4.116E+09 1.324E-03 5.474E-07
13 2.000 1 2.000 19.3966 9.170E+06 1.020E+08 8.989E-02 5.170E-07
114 4.000 1 2.000 18.0693 4.305E+06 4.085E+11 1.054E-05 4.215E-07
161 6.000 1 2.000 17.9101 2.745E+06 2.520E+11 1.089E-05 3.962E-07
172 6.000 1 2.000 17.8158 1.952E+06 1.718E+11 1.136E-05 2.786E-07
83 4.000 1 2.000 18.1303 2.795E+06 2.998E+09 9.321E-04 2.754E-07
160 4.000 1 2.000 17.9101 2.735E+06 2.520E+11 1.085E-05 2.631E-07
31 2.000 1 2.000 18.6267 4.159E+06 6.321E+09 6.580E-04 2.164E-07
171 4.000 1 2.000 17.8158 1.944E+06 1.721E+11 1.130E-05 1.850E-07
122 4.000 1 2.000 18.0303 1.642E+06 2.251E+09 7.294E-04 1.600E-07
57 2.000 1 2.000 18.3003 2.139E+06 5.060E+09 4.227E-04 1.074E-07
82 2.000 1 2.000 18.1303 1.098E+06 2.928E+09 3.750E-04 5.410E-08
5 6.000 1 2.000 22.4025 2.345E+05 2.345E+05 1.000E+00 5.295E-08
121 2.000 1 2.000 18.0304 6.470E+05 2.325E+09 2.782E-04 3.154E-08
15 6.000 1 2.000 19.3959 8.635E+04 7.237E+07 1.193E-03 1.461E-08
33 6.000 1 2.000 18.6265 3.948E+04 4.419E+09 8.934E-06 6.160E-09
59 6.000 1 2.000 18.3001 2.132E+04 3.707E+09 5.750E-06 3.211E-09
84 6.000 1 2.000 18.1303 1.298E+04 2.741E+09 4.736E-06 1.919E-09
123 6.000 1 2.000 18.0303 8.835E+03 2.116E+09 4.176E-06 1.292E-09
6 2.000 1 2.000 22.4008 1.277E+03 7.163E+13 1.783E-11 9.605E-11
11 4.000 1 2.000 19.5105 3.115E+02 2.507E+10 1.243E-08 3.556E-11
20 6.000 1 2.000 19.3198 1.342E+02 1.290E+11 1.040E-09 2.253E-11
38 6.000 1 2.000 18.5992 9.387E+01 5.414E+10 1.734E-09 1.461E-11
29 4.000 1 2.000 18.6671 1.367E+02 1.696E+10 8.058E-09 1.428E-11
24 2.000 1 2.000 19.2316 2.510E+02 1.258E+13 1.994E-11 1.391E-11
19 4.000 1 2.000 19.3199 8.657E+01 1.290E+11 6.712E-10 9.692E-12
64 6.000 1 2.000 18.2872 5.120E+01 2.904E+10 1.763E-09 7.700E-12
89 6.000 1 2.000 18.1231 5.203E+01 1.865E+10 2.790E-09 7.685E-12
55 4.000 1 2.000 18.3195 7.153E+01 1.196E+10 5.982E-09 7.195E-12
37 4.000 1 2.000 18.5992 6.042E+01 5.415E+10 1.116E-09 6.267E-12
48 2.000 1 2.000 18.4319 1.107E+02 4.764E+12 2.323E-11 5.635E-12
12 2.000 1 2.000 19.4063 9.270E+01 2.238E+13 4.142E-12 5.235E-12
80 4.000 1 2.000 18.1411 4.195E+01 9.884E+09 4.244E-09 4.140E-12
127 6.000 1 2.000 18.0260 2.523E+01 1.616E+10 1.561E-09 3.688E-12
63 4.000 1 2.000 18.2872 3.300E+01 2.906E+10 1.136E-09 3.308E-12
88 4.000 1 2.000 18.1231 3.337E+01 1.866E+10 1.788E-09 3.287E-12
111 2.000 1 2.000 18.0983 6.055E+01 2.495E+12 2.427E-11 2.973E-12
30 2.000 1 2.000 18.6311 5.420E+01 1.069E+13 5.068E-12 2.820E-12
120 4.000 1 2.000 18.0370 2.680E+01 1.181E+10 2.270E-09 2.614E-12
157 2.000 1 2.000 17.9262 3.651E+01 1.438E+12 2.539E-11 1.759E-12
56 2.000 1 2.000 18.3020 3.206E+01 5.843E+12 5.487E-12 1.610E-12
126 4.000 1 2.000 18.0260 1.623E+01 1.618E+10 1.004E-09 1.582E-12
168 2.000 1 2.000 17.8256 2.459E+01 9.398E+11 2.617E-11 1.172E-12
81 2.000 1 2.000 18.1309 2.009E+01 3.740E+12 5.371E-12 9.900E-13
124 2.000 1 2.000 18.0301 1.648E+01 2.927E+12 5.630E-12 8.035E-13
18 2.000 1 2.000 19.3199 1.994E+00 1.290E+11 1.546E-11 1.116E-13
36 2.000 1 2.000 18.5992 1.187E+00 5.416E+10 2.192E-11 6.155E-14
62 2.000 1 2.000 18.2872 6.995E-01 2.906E+10 2.407E-11 3.507E-14
87 2.000 1 2.000 18.1231 4.365E-01 1.866E+10 2.339E-11 2.149E-14
125 2.000 1 2.000 18.0260 2.890E-01 1.619E+10 1.786E-11 1.408E-14
42 4.000 1 2.000 18.5816 8.465E-06 1.938E+10 4.368E-16 8.765E-19
68 4.000 1 2.000 18.2790 7.477E-06 1.028E+10 7.271E-16 7.490E-19
43 6.000 1 2.000 18.5816 3.792E-06 1.938E+10 1.957E-16 5.890E-19
53 6.000 1 2.000 18.3585 3.690E-06 2.407E+10 1.533E-16 5.595E-19
93 4.000 1 2.000 18.1186 5.505E-06 6.092E+09 9.036E-16 5.420E-19
69 6.000 1 2.000 18.2790 3.343E-06 1.028E+10 3.251E-16 5.025E-19
116 6.000 1 2.000 18.0633 3.323E-06 1.431E+10 2.323E-16 4.878E-19
133 4.000 1 2.000 18.0233 3.960E-06 3.915E+09 1.012E-15 3.858E-19
94 6.000 1 2.000 18.1186 2.462E-06 6.092E+09 4.041E-16 3.634E-19
162 6.000 1 2.000 17.9068 2.465E-06 9.021E+09 2.733E-16 3.555E-19
134 6.000 1 2.000 18.0233 1.770E-06 3.914E+09 4.522E-16 2.587E-19
173 6.000 1 2.000 17.8137 1.780E-06 6.129E+09 2.904E-16 2.540E-19
47 6.000 1 2.000 18.5796 1.095E-06 1.958E+10 5.596E-17 1.701E-19
73 6.000 1 2.000 18.2777 1.039E-06 1.067E+10 9.736E-17 1.561E-19
98 6.000 1 2.000 18.1178 7.272E-07 6.668E+09 1.091E-16 1.074E-19
139 6.000 1 2.000 18.0227 5.852E-07 4.686E+09 1.249E-16 8.550E-20
