j g(j) i g(i) wl A A+A^a A/(A+A^a) f
27 0 0 0 16.6784 1.03222E+13 6.36688E+14 0 4.30462E-01
16 0 0 0 16.9289 4.72192E+12 6.42350E+14 0 3.04316E-01
19 0 0 0 16.8030 3.37784E+12 6.00895E+14 0 2.14467E-01
28 0 0 0 16.6561 4.43540E+12 6.35725E+14 0 1.84476E-01
17 0 0 0 16.9074 8.15364E+12 6.04977E+14 0 1.74717E-01
14 0 0 0 16.9722 2.65375E+12 6.81442E+14 0 1.71904E-01
13 0 0 0 16.9730 3.03170E+12 5.58371E+14 0 1.30936E-01
25 0 0 0 16.7094 5.88091E+12 5.80680E+14 0 1.23082E-01
20 0 0 0 16.7786 1.27531E+12 6.01633E+14 0 8.07381E-02
29 0 0 0 16.5881 2.94552E+12 5.68966E+14 0 6.07552E-02
21 0 0 0 16.7719 9.30237E+11 5.39287E+14 0 3.92300E-02
8 0 0 0 17.0494 5.57056E+11 5.53975E+14 0 2.42758E-02
11 0 0 0 17.0154 5.36904E+11 5.38671E+14 0 2.33045E-02
18 0 0 0 16.8627 4.62535E+11 5.77075E+14 0 1.97177E-02
10 0 0 0 17.0194 2.68233E+11 5.62882E+14 0 1.74722E-02
6 0 0 0 17.0703 3.79165E+11 5.48741E+14 0 1.65640E-02
7 0 0 0 17.0622 1.81950E+11 5.50255E+14 0 1.19117E-02
26 0 0 0 16.6914 7.69476E+10 6.15656E+14 0 4.82094E-03
23 0 0 0 16.7428 8.52080E+10 5.30339E+14 0 3.58092E-03
12 0 0 0 17.0135 1.17946E+11 5.40957E+14 0 2.55918E-03
24 0 0 0 16.7377 3.52703E+10 5.25003E+14 0 2.22203E-03
15 0 0 0 16.9316 3.52727E+10 5.52293E+14 0 1.51597E-03
5 0 0 0 17.0758 1.88265E+10 5.55341E+14 0 1.23447E-03
2 0 0 0 17.1392 2.33237E+10 5.53606E+14 0 1.02715E-03
1 0 0 0 17.1435 1.62614E+10 5.52598E+14 0 3.58248E-04
22 0 0 0 16.7524 1.12472E+10 5.24301E+14 0 2.36605E-04
3 0 0 0 17.1315 1.97678E+09 5.56014E+14 0 1.30466E-04
9 0 0 0 17.0407 4.06396E+09 5.41118E+14 0 8.84613E-05
4 0 0 0 17.0897 2.47229E+07 5.51661E+14 0 1.62375E-06
